Common name 	Scientific name 	Status 	No. 	No. Back
Crimson Finch 	Neochmia phaeton 		10 	2
Star Finch 	Neochmia ruficauda 		10 	0
Plum-headed Finch 	Neochmia modesta 		2 	0
Masked Finch 	Poephila personata 		1 	0
Long-tailed Finch 	Poephila acuticauda 		4 	0
Black-throated Finch 	Poephila cincta 		6 	1
Zebra Finch 	Taeniopygia guttata 		19 	11
Double-barred Finch 	Taeniopygia bichenovii 		17 	11
Tawny-breasted Parrotfinch 	Erythrura hyperythra 		7 	0
Blue-faced Parrotfinch 	Erythrura trichroa 		14 	2
Papuan Parrotfinch 	Erythrura papuana 		0 	0
Gouldian Finch 	Erythrura gouldiae 		2 	0
Black-faced Munia 	Lonchura molucca 		9 	0
Scaly-breasted Munia 	Lonchura punctulata 		73 	24
Streak-headed Mannikin 	Lonchura tristissima 		6 	0
Tricolored Munia 	Lonchura malacca 		5 	0
Chestnut Munia 	Lonchura atricapilla 		16 	5
Pale-headed Munia 	Lonchura pallida 		1 	0
Great-billed Mannikin 	Lonchura grandis 		0 	0
Grey-headed Mannikin 	Lonchura caniceps 		1 	0
Grey-crowned Mannikin 	Lonchura nevermanni 		1 	0
Hooded Mannikin 	Lonchura spectabilis 		5 	0
Forbes's Mannikin 	Lonchura forbesi 		2 	0
Hunstein's Mannikin 	Lonchura hunsteini 		1 	0
Yellow-rumped Mannikin 	Lonchura flaviprymna 		1 	0
Chestnut-breasted Mannikin 	Lonchura castaneothorax 		7 	1
Black Mannikin 	Lonchura stygia 		1 	0
Eastern Alpine Mannikin 	Lonchura monticola 		0 	0
Western Alpine Mannikin 	Lonchura montana 		2 	0
Buff-bellied Mannikin 	Lonchura melaena 		2 	0
Java Sparrow 	Lonchura oryzivora 		6 	2
Pictorella Mannikin 	Heteromunia pectoralis 		1 	0
Dunnock 	Prunella modularis 		1247 	3085
Western Yellow Wagtail 	Motacilla flava 		1060 	559
Eastern Yellow Wagtail 	Motacilla tschutschensis 		115 	14
Citrine Wagtail 	Motacilla citreola 		217 	16
Grey Wagtail 	Motacilla cinerea 		481 	372
White Wagtail 	Motacilla alba 		883 	953
Paddyfield Pipit 	Anthus rufulus 		60 	10
Australian Pipit 	Anthus australis 		10 	2
New Zealand Pipit 	Anthus novaeseelandiae 		13 	1
Pechora Pipit 	Anthus gustavi 		20 	4
Red-throated Pipit 	Anthus cervinus 		227 	27
Alpine Pipit 	Anthus gutturalis 		5 	0
Common Chaffinch 	Fringilla coelebs 		3952 	13421
European Greenfinch 	Chloris chloris 		1283 	2757
Common Redpoll 	Acanthis flammea 		380 	231
Mountain Serin 	Chrysocorythus estherae 		4 	0
European Goldfinch 	Carduelis carduelis 		1140 	2394
Yellowhammer 	Emberiza citrinella 		2165 	4815
Cirl Bunting 	Emberiza cirlus 		538 	705
