Common name 	Scientific name 	Status 	No. 	No. Back
Matinan Blue Flycatcher 	Cyornis sanfordi 		10 	0
White-tailed Flycatcher 	Cyornis concretus 		18 	0
Russet-backed Jungle Flycatcher 	Cyornis oscillans 		5 	1
Brown-chested Jungle Flycatcher 	Cyornis brunneatus 		12 	1
Nicobar Jungle Flycatcher 	Cyornis nicobaricus 		0 	0
Fulvous-chested Jungle Flycatcher 	Cyornis olivaceus 		25 	0
Grey-chested Jungle Flycatcher 	Cyornis umbratilis 		57 	3
Rufous-tailed Jungle Flycatcher 	Cyornis ruficauda 		3 	0
Sula Jungle Flycatcher 	Cyornis colonus 		0 	0
Banggai Jungle Flycatcher 	Cyornis pelingensis 		12 	5
Fujian Niltava 	Niltava davidi 		5 	0
Rufous-bellied Niltava 	Niltava sundara 		18 	2
Rufous-vented Niltava 	Niltava sumatrana 		3 	0
Vivid Niltava 	Niltava vivida 		7 	11
Large Niltava 	Niltava grandis 		68 	9
Small Niltava 	Niltava macgrigoriae 		42 	4
Blue-and-white Flycatcher 	Cyanoptila cyanomelana 		399 	357
Zappey's Flycatcher 	Cyanoptila cumatilis 		13 	0
Dull-blue Flycatcher 	Eumyias sordidus 		3 	0
Verditer Flycatcher 	Eumyias thalassinus 		59 	5
Turquoise Flycatcher 	Eumyias panayensis 		31 	1
Nilgiri Flycatcher 	Eumyias albicaudatus 		13 	7
Indigo Flycatcher 	Eumyias indigo 		27 	2
Streak-breasted Jungle Flycatcher 	Eumyias additus 		1 	0
European Robin 	Erithacus rubecula 		3036 	7759
Red-throated Alethe 	Chamaetylas poliophrys 		13 	1
Brown-chested Alethe 	Chamaetylas poliocephala 		12 	1
White-chested Alethe 	Chamaetylas fuelleborni 		31 	15
Thyolo Alethe 	Chamaetylas choloensis 		4 	0
White-bellied Robin-Chat 	Cossyphicula roberti 		6 	1
Mountain Robin-Chat 	Cossypha isabellae 		4 	4
Archer's Ground Robin 	Cossypha archeri 		19 	0
Olive-flanked Ground Robin 	Cossypha anomala 		68 	8
Cape Robin-Chat 	Cossypha caffra 		141 	93
White-throated Robin-Chat 	Cossypha humeralis 		37 	3
Angolan Cave Chat 	Cossypha ansorgei 		3 	0
Grey-winged Robin-Chat 	Cossypha polioptera 		13 	0
Blue-shouldered Robin-Chat 	Cossypha cyanocampter 		25 	2
Rüppell's Robin-Chat 	Cossypha semirufa 		96 	12
White-browed Robin-Chat 	Cossypha heuglini 		179 	55
Red-capped Robin-Chat 	Cossypha natalensis 		73 	8
Chorister Robin-Chat 	Cossypha dichroa 		48 	12
White-headed Robin-Chat 	Cossypha heinrichi 		1 	0
Snowy-crowned Robin-Chat 	Cossypha niveicapilla 		47 	10
White-crowned Robin-Chat 	Cossypha albicapillus 		23 	17
Swynnerton's Robin 	Swynnertonia swynnertoni 		64 	28
White-starred Robin 	Pogonocichla stellata 		60 	28
Forest Robin 	Stiphrornis erythrothorax 		41 	12
Bocage's Akalat 	Sheppardia bocagei 		7 	3
Lowland Akalat 	Sheppardia cyornithopsis 		0 	0
Equatorial Akalat 	Sheppardia aequatorialis 		10 	4
Sharpe's Akalat 	Sheppardia sharpei 		55 	22
East Coast Akalat 	Sheppardia gunningi 		10 	1
Gabela Akalat 	Sheppardia gabela 		0 	0
Rubeho Akalat 	Sheppardia aurantiithorax 		16 	2
Usambara Akalat 	Sheppardia montana 		12 	0
Iringa Akalat 	Sheppardia lowei 		14 	3
Collared Palm Thrush 	Cichladusa arquata 		22 	4
Rufous-tailed Palm Thrush 	Cichladusa ruficauda 		12 	4
Spotted Palm Thrush 	Cichladusa guttata 		86 	9
Great Shortwing 	Heinrichia calligyna 		11 	0
Bagobo Babbler 	Leonardina woodi 		3 	0
Gould's Shortwing 	Heteroxenicus stellatus 		3 	0
Rusty-bellied Shortwing 	Brachypteryx hyperythra 		11 	0
Lesser Shortwing 	Brachypteryx leucophris 		128 	20
Himalayan Shortwing 	Brachypteryx cruralis 		26 	1
Chinese Shortwing 	Brachypteryx sinensis 		6 	2
Taiwan Shortwing 	Brachypteryx goodfellowi 		19 	20
White-browed Shortwing 	Brachypteryx montana 		76 	6
Eyebrowed Jungle Flycatcher 	Vauriella gularis 		9 	0
White-throated Jungle Flycatcher 	Vauriella albigularis 		13 	0
White-browed Jungle Flycatcher 	Vauriella insignis 		1 	0
Slaty-backed Jungle Flycatcher 	Vauriella goodfellowi 		3 	0
Indian Blue Robin 	Larvivora brunnea 		62 	4
Siberian Blue Robin 	Larvivora cyane 		97 	15
Rufous-tailed Robin 	Larvivora sibilans 		56 	21
Rufous-headed Robin 	Larvivora ruficeps 		11 	0
Ryukyu Robin 	Larvivora komadori 		52 	11
Japanese Robin 	Larvivora akahige 		57 	16
Bluethroat 	Luscinia svecica 		680 	150
White-bellied Redstart 	Luscinia phaenicuroides 		42 	6
Thrush Nightingale 	Luscinia luscinia 		539 	578
Common Nightingale 	Luscinia megarhynchos 		1500 	1589
White-throated Robin 	Irania gutturalis 		23 	3
Himalayan Rubythroat 	Calliope pectoralis 		19 	2
Chinese Rubythroat 	Calliope tschebaiewi 		32 	0
Siberian Rubythroat 	Calliope calliope 		167 	26
Firethroat 	Calliope pectardens 		25 	2
Blackthroat 	Calliope obscura 		10 	0
White-tailed Robin 	Myiomela leucura 		35 	16
Sunda Robin 	Myiomela diana 		11 	2
Nilgiri Blue Robin 	Sholicola major 		10 	0
White-bellied Blue Robin 	Sholicola albiventris 		14 	0
White-browed Bush Robin 	Tarsiger indicus 		50 	42
Rufous-breasted Bush Robin 	Tarsiger hyperythrus 		2 	0
Collared Bush Robin 	Tarsiger johnstoniae 		11 	11
Red-flanked Bluetail 	Tarsiger cyanurus 		159 	51
Himalayan Bluetail 	Tarsiger rufilatus 		32 	8
Golden Bush Robin 	Tarsiger chrysaeus 		40 	2
Little Forktail 	Enicurus scouleri 		1 	0
Sunda Forktail 	Enicurus velatus 		6 	0
Chestnut-naped Forktail 	Enicurus ruficapillus 		15 	0
Black-backed Forktail 	Enicurus immaculatus 		4 	0
Slaty-backed Forktail 	Enicurus schistaceus 		22 	1
White-crowned Forktail 	Enicurus leschenaulti 		50 	1
Bornean Forktail 	Enicurus borneensis 		8 	0
Spotted Forktail 	Enicurus maculatus 		8 	0
Sri Lanka Whistling Thrush 	Myophonus blighi 		9 	0
Shiny Whistling Thrush 	Myophonus melanurus 		13 	1
Javan Whistling Thrush 	Myophonus glaucinus 		18 	4
Bornean Whistling Thrush 	Myophonus borneensis 		12 	0
Brown-winged Whistling Thrush 	Myophonus castaneus 		1 	0
Malayan Whistling Thrush 	Myophonus robinsoni 		7 	0
Malabar Whistling Thrush 	Myophonus horsfieldii 		59 	10
Taiwan Whistling Thrush 	Myophonus insularis 		21 	4
Blue Whistling Thrush 	Myophonus caeruleus 		111 	12
Blue-fronted Robin 	Cinclidium frontale 		17 	3
Rusty-tailed Flycatcher 	Ficedula ruficauda 		11 	2
European Pied Flycatcher 	Ficedula hypoleuca 		625 	389
Atlas Pied Flycatcher 	Ficedula speculigera 		19 	21
Collared Flycatcher 	Ficedula albicollis 		283 	21
Semicollared Flycatcher 	Ficedula semitorquata 		29 	5
Yellow-rumped Flycatcher 	Ficedula zanthopygia 		48 	27
Narcissus Flycatcher 	Ficedula narcissina 		264 	660
Green-backed Flycatcher 	Ficedula elisae 		26 	2
Mugimaki Flycatcher 	Ficedula mugimaki 		68 	17
Slaty-backed Flycatcher 	Ficedula hodgsonii 		25 	2
Rufous-chested Flycatcher 	Ficedula dumetoria 		35 	1
Tanimbar Flycatcher 	Ficedula riedeli 		6 	0
Rufous-gorgeted Flycatcher 	Ficedula strophiata 		27 	3
Red-breasted Flycatcher 	Ficedula parva 		543 	45
Taiga Flycatcher 	Ficedula albicilla 		128 	14
Kashmir Flycatcher 	Ficedula subrubra 		11 	0
Snowy-browed Flycatcher 	Ficedula hyperythra 		62 	3
Little Slaty Flycatcher 	Ficedula basilanica 		17 	0
Rufous-throated Flycatcher 	Ficedula rufigula 		2 	0
Cinnamon-chested Flycatcher 	Ficedula buruensis 		4 	0
Damar Flycatcher 	Ficedula henrici 		18 	2
Sumba Flycatcher 	Ficedula harterti 		4 	0
Palawan Flycatcher 	Ficedula platenae 		8 	0
Cryptic Flycatcher 	Ficedula crypta 		4 	0
Bundok Flycatcher 	Ficedula luzoniensis 		4 	0
Furtive Flycatcher 	Ficedula disposita 		5 	0
Lompobattang Flycatcher 	Ficedula bonthaina 		10 	0
Little Pied Flycatcher 	Ficedula westermanni 		72 	7
Ultramarine Flycatcher 	Ficedula superciliaris 		30 	4
Slaty-blue Flycatcher 	Ficedula tricolor 		35 	0
Sapphire Flycatcher 	Ficedula sapphira 		4 	0
Black-and-orange Flycatcher 	Ficedula nigrorufa 		9 	1
Black-banded Flycatcher 	Ficedula timorensis 		12 	0
Pygmy Flycatcher 	Muscicapella hodgsoni 		13 	2
Przevalski's Redstart 	Phoenicurus alaschanicus 		8 	0
Eversmann's Redstart 	Phoenicurus erythronotus 		6 	3
Blue-capped Redstart 	Phoenicurus coeruleocephala 		7 	2
Black Redstart 	Phoenicurus ochruros 		702 	525
Common Redstart 	Phoenicurus phoenicurus 		916 	425
Hodgson's Redstart 	Phoenicurus hodgsoni 		17 	4
White-throated Redstart 	Phoenicurus schisticeps 		15 	0
Daurian Redstart 	Phoenicurus auroreus 		191 	51
Moussier's Redstart 	Phoenicurus moussieri 		24 	1
Güldenstädt's Redstart 	Phoenicurus erythrogastrus 		13 	2
Blue-fronted Redstart 	Phoenicurus frontalis 		32 	6
Plumbeous Water Redstart 	Phoenicurus fuliginosus 		43 	2
Luzon Water Redstart 	Phoenicurus bicolor 		6 	0
White-capped Redstart 	Phoenicurus leucocephalus 		20 	2
White-winged Cliff Chat 	Monticola semirufus 		4 	0
Cape Rock Thrush 	Monticola rupestris 		29 	4
Sentinel Rock Thrush 	Monticola explorator 		3 	0
Short-toed Rock Thrush 	Monticola brevipes 		3 	0
Miombo Rock Thrush 	Monticola angolensis 		5 	1
Common Rock Thrush 	Monticola saxatilis 		64 	15
Little Rock Thrush 	Monticola rufocinereus 		6 	1
Blue Rock Thrush 	Monticola solitarius 		180 	34
Chestnut-bellied Rock Thrush 	Monticola rufiventris 		15 	1
Blue-capped Rock Thrush 	Monticola cinclorhyncha 		16 	0
White-throated Rock Thrush 	Monticola gularis 		14 	2
Littoral Rock Thrush 	Monticola imerina 		17 	0
Forest Rock Thrush 	Monticola sharpei 		19 	0
Whinchat 	Saxicola rubetra 		360 	93
White-browed Bush Chat 	Saxicola macrorhynchus 		1 	0
White-throated Bush Chat 	Saxicola insignis 		7 	1
Canary Islands Stonechat 	Saxicola dacotiae 		8 	0
European Stonechat 	Saxicola rubicola 		381 	245
Siberian Stonechat 	Saxicola maurus 		47 	7
Stejneger's Stonechat 	Saxicola stejnegeri 		31 	6
African Stonechat 	Saxicola torquatus 		63 	23
Madagascan Stonechat 	Saxicola sibilla 		9 	0
Reunion Stonechat 	Saxicola tectes 		49 	27
White-tailed Stonechat 	Saxicola leucurus 		2 	0
Pied Bush Chat 	Saxicola caprata 		95 	13
Jerdon's Bush Chat 	Saxicola jerdoni 		11 	1
Grey Bush Chat 	Saxicola ferreus 		39 	5
White-bellied Bush Chat 	Saxicola gutturalis 		19 	2
Buff-streaked Chat 	Campicoloides bifasciatus 		12 	1
Sickle-winged Chat 	Emarginata sinuata 		14 	0
Karoo Chat 	Emarginata schlegelii 		12 	0
Tractrac Chat 	Emarginata tractrac 		6 	0
Moorland Chat 	Pinarochroa sordida 		9 	0
Mocking Cliff Chat 	Thamnolaea cinnamomeiventris 		45 	1
White-crowned Cliff Chat 	Thamnolaea coronata 		1 	0
Sooty Chat 	Myrmecocichla nigra 		12 	0
Anteater Chat 	Myrmecocichla aethiops 		11 	0
Congo Moor Chat 	Myrmecocichla tholloni 		0 	0
Ant-eating Chat 	Myrmecocichla formicivora 		45 	2
Rüppell's Black Chat 	Myrmecocichla melaena 		6 	0
Mountain Wheatear 	Myrmecocichla monticola 		17 	0
Arnot's Chat 	Myrmecocichla arnotti 		21 	3
Ruaha Chat 	Myrmecocichla collaris 		16 	0
Northern Wheatear 	Oenanthe oenanthe 		230 	26
Capped Wheatear 	Oenanthe pileata 		26 	0
Red-breasted Wheatear 	Oenanthe bottae 		3 	0
Heuglin's Wheatear 	Oenanthe heuglini 		0 	0
Isabelline Wheatear 	Oenanthe isabellina 		120 	9
Hooded Wheatear 	Oenanthe monacha 		5 	0
Desert Wheatear 	Oenanthe deserti 		44 	5
Black-eared Wheatear 	Oenanthe hispanica 		102 	38
Cyprus Wheatear 	Oenanthe cypriaca 		16 	4
Pied Wheatear 	Oenanthe pleschanka 		51 	10
White-fronted Black Chat 	Oenanthe albifrons 		3 	0
Somali Wheatear 	Oenanthe phillipsi 		0 	0
Red-rumped Wheatear 	Oenanthe moesta 		16 	0
Blackstart 	Oenanthe melanura 		17 	6
Familiar Chat 	Oenanthe familiaris 		22 	3
Brown-tailed Rock Chat 	Oenanthe scotocerca 		16 	0
Sombre Rock Chat 	Oenanthe dubia 		10 	0
Brown Rock Chat 	Oenanthe fusca 		11 	4
Variable Wheatear 	Oenanthe picata 		4 	0
Black Wheatear 	Oenanthe leucura 		49 	6
Abyssinian Wheatear 	Oenanthe lugubris 		10 	1
White-crowned Wheatear 	Oenanthe leucopyga 		22 	7
Hume's Wheatear 	Oenanthe albonigra 		9 	0
Finsch's Wheatear 	Oenanthe finschii 		10 	0
Mourning Wheatear 	Oenanthe lugens 		2 	0
Arabian Wheatear 	Oenanthe lugentoides 		5 	0
Kurdish Wheatear 	Oenanthe xanthoprymna 		2 	0
Red-tailed Wheatear 	Oenanthe chrysopygia 		8 	1
Boulder Chat 	Pinarornis plumosus 		13 	0
Herero Chat 	Namibornis herero 		3 	0
Humblot's Flycatcher 	Humblotia flavirostris 		2 	0
White-throated Dipper 	Cinclus cinclus 		161 	5
Brown Dipper 	Cinclus pallasii 		69 	1
American Dipper 	Cinclus mexicanus 		35 	0
White-capped Dipper 	Cinclus leucocephalus 		7 	0
Rufous-throated Dipper 	Cinclus schulzii 		4 	0
Philippine Leafbird 	Chloropsis flavipennis 		6 	0
Yellow-throated Leafbird 	Chloropsis palawanensis 		6 	0
Greater Green Leafbird 	Chloropsis sonnerati 		42 	1
Lesser Green Leafbird 	Chloropsis cyanopogon 		30 	4
Blue-winged Leafbird 	Chloropsis cochinchinensis 		46 	6
Bornean Leafbird 	Chloropsis kinabaluensis 		9 	0
Jerdon's Leafbird 	Chloropsis jerdoni 		13 	1
Golden-fronted Leafbird 	Chloropsis aurifrons 		44 	0
Sumatran Leafbird 	Chloropsis media 		1 	0
Orange-bellied Leafbird 	Chloropsis hardwickii 		86 	2
Blue-masked Leafbird 	Chloropsis venusta 		1 	0
Olive-backed Flowerpecker 	Prionochilus olivaceus 		10 	1
Yellow-breasted Flowerpecker 	Prionochilus maculatus 		32 	1
Crimson-breasted Flowerpecker 	Prionochilus percussus 		10 	0
Palawan Flowerpecker 	Prionochilus plateni 		3 	0
Yellow-rumped Flowerpecker 	Prionochilus xanthopygius 		20 	0
Scarlet-breasted Flowerpecker 	Prionochilus thoracicus 		8 	1
Golden-rumped Flowerpecker 	Dicaeum annae 		8 	0
Thick-billed Flowerpecker 	Dicaeum agile 		15 	0
Striped Flowerpecker 	Dicaeum aeruginosum 		2 	0
Brown-backed Flowerpecker 	Dicaeum everetti 		3 	0
Whiskered Flowerpecker 	Dicaeum proprium 		8 	0
Yellow-vented Flowerpecker 	Dicaeum chrysorrheum 		12 	0
Yellow-bellied Flowerpecker 	Dicaeum melanoxanthum 		5 	0
Legge's Flowerpecker 	Dicaeum vincens 		8 	0
Yellow-sided Flowerpecker 	Dicaeum aureolimbatum 		3 	0
Olive-capped Flowerpecker 	Dicaeum nigrilore 		2 	1
Flame-crowned Flowerpecker 	Dicaeum anthonyi 		2 	0
Bicolored Flowerpecker 	Dicaeum bicolor 		4 	0
Red-keeled Flowerpecker 	Dicaeum australe 		15 	4
Black-belted Flowerpecker 	Dicaeum haematostictum 		2 	0
Scarlet-collared Flowerpecker 	Dicaeum retrocinctum 		7 	0
Cebu Flowerpecker 	Dicaeum quadricolor 		1 	0
Orange-bellied Flowerpecker 	Dicaeum trigonostigma 		101 	16
Buzzing Flowerpecker 	Dicaeum hypoleucum 		5 	0
Pale-billed Flowerpecker 	Dicaeum erythrorhynchos 		48 	15
Nilgiri Flowerpecker 	Dicaeum concolor 		26 	5
Plain Flowerpecker 	Dicaeum minullum 		24 	1
Andaman Flowerpecker 	Dicaeum virescens 		9 	1
Pygmy Flowerpecker 	Dicaeum pygmaeum 		7 	0
Crimson-crowned Flowerpecker 	Dicaeum nehrkorni 		6 	0
Flame-breasted Flowerpecker 	Dicaeum erythrothorax 		1 	0
Halmahera Flowerpecker 	Dicaeum schistaceiceps 		7 	0
Ashy Flowerpecker 	Dicaeum vulneratum 		4 	0
Olive-crowned Flowerpecker 	Dicaeum pectorale 		4 	2
Red-capped Flowerpecker 	Dicaeum geelvinkianum 		9 	1
Louisiade Flowerpecker 	Dicaeum nitidum 		1 	0
Red-banded Flowerpecker 	Dicaeum eximium 		2 	0
Midget Flowerpecker 	Dicaeum aeneum 		17 	1
Mottled Flowerpecker 	Dicaeum tristrami 		8 	3
Black-fronted Flowerpecker 	Dicaeum igniferum 		14 	6
Blue-cheeked Flowerpecker 	Dicaeum maugei 		19 	12
Mistletoebird 	Dicaeum hirundinaceum 		62 	37
Grey-sided Flowerpecker 	Dicaeum celebicum 		8 	0
Black-sided Flowerpecker 	Dicaeum monticolum 		6 	0
Fire-breasted Flowerpecker 	Dicaeum ignipectus 		98 	10
Blood-breasted Flowerpecker 	Dicaeum sanguinolentum 		15 	3
Scarlet-backed Flowerpecker 	Dicaeum cruentatum 		55 	9
Scarlet-headed Flowerpecker 	Dicaeum trochileum 		12 	3
Ruby-cheeked Sunbird 	Chalcoparia singalensis 		35 	7
Fraser's Sunbird 	Deleornis fraseri 		6 	0
Grey-headed Sunbird 	Deleornis axillaris 		1 	0
Plain-backed Sunbird 	Anthreptes reichenowi 		13 	0
Anchieta's Sunbird 	Anthreptes anchietae 		8 	0
Plain Sunbird 	Anthreptes simplex 		13 	1
Brown-throated Sunbird 	Anthreptes malacensis 		73 	8
Grey-throated Sunbird 	Anthreptes griseigularis 		0 	0
Red-throated Sunbird 	Anthreptes rhodolaemus 		10 	1
Mangrove Sunbird 	Anthreptes gabonicus 		8 	3
Western Violet-backed Sunbird 	Anthreptes longuemarei 		6 	0
Eastern Violet-backed Sunbird 	Anthreptes orientalis 		18 	2
Uluguru Violet-backed Sunbird 	Anthreptes neglectus 		1 	0
Violet-tailed Sunbird 	Anthreptes aurantius 		0 	0
Little Green Sunbird 	Anthreptes seimundi 		2 	3
Grey-chinned Sunbird 	Anthreptes rectirostris 		10 	3
Banded Green Sunbird 	Anthreptes rubritorques 		7 	0
Collared Sunbird 	Hedydipna collaris 		158 	43
Pygmy Sunbird 	Hedydipna platura 		15 	6
Nile Valley Sunbird 	Hedydipna metallica 		16 	12
Amani Sunbird 	Hedydipna pallidigaster 		5 	0
Reichenbach's Sunbird 	Anabathmis reichenbachii 		12 	1
Principe Sunbird 	Anabathmis hartlaubii 		3 	4
Newton's Sunbird 	Anabathmis newtonii 		14 	3
Giant Sunbird 	Dreptes thomensis 		15 	2
Orange-breasted Sunbird 	Anthobaphes violacea 		17 	2
Green-headed Sunbird 	Cyanomitra verticalis 		20 	0
Bannerman's Sunbird 	Cyanomitra bannermani 		3 	0
Blue-throated Brown Sunbird 	Cyanomitra cyanolaema 		12 	11
Cameroon Sunbird 	Cyanomitra oritis 		6 	2
Blue-headed Sunbird 	Cyanomitra alinae 		11 	0
Olive Sunbird 	Cyanomitra olivacea 		229 	168
Grey Sunbird 	Cyanomitra veroxii 		52 	36
Buff-throated Sunbird 	Chalcomitra adelberti 		4 	2
Carmelite Sunbird 	Chalcomitra fuliginosa 		8 	0
Green-throated Sunbird 	Chalcomitra rubescens 		13 	0
Amethyst Sunbird 	Chalcomitra amethystina 		48 	16
Scarlet-chested Sunbird 	Chalcomitra senegalensis 		75 	24
Hunter's Sunbird 	Chalcomitra hunteri 		6 	0
Socotra Sunbird 	Chalcomitra balfouri 		4 	0
Purple-rumped Sunbird 	Leptocoma zeylonica 		60 	10
Crimson-backed Sunbird 	Leptocoma minima 		27 	4
Purple-throated Sunbird 	Leptocoma sperata 		9 	0
Van Hasselt's Sunbird 	Leptocoma brasiliana 		48 	8
Black Sunbird 	Leptocoma aspasia 		42 	4
Copper-throated Sunbird 	Leptocoma calcostetha 		15 	0
Bocage's Sunbird 	Nectarinia bocagii 		0 	0
Purple-breasted Sunbird 	Nectarinia purpureiventris 		0 	0
Tacazze Sunbird 	Nectarinia tacazze 		12 	5
Bronzy Sunbird 	Nectarinia kilimensis 		41 	22
Malachite Sunbird 	Nectarinia famosa 		62 	7
Scarlet-tufted Sunbird 	Nectarinia johnstoni 		6 	0
Golden-winged Sunbird 	Drepanorhynchus reichenowi 		6 	0
Olive-bellied Sunbird 	Cinnyris chloropygius 		67 	38
Tiny Sunbird 	Cinnyris minullus 		2 	0
Eastern Miombo Sunbird 	Cinnyris manoensis 		6 	0
Western Miombo Sunbird 	Cinnyris gertrudis 		11 	0
Southern Double-collared Sunbird 	Cinnyris chalybeus 		70 	64
Neergaard's Sunbird 	Cinnyris neergaardi 		3 	0
Rwenzori Double-collared Sunbird 	Cinnyris stuhlmanni 		7 	0
Whyte's Double-collared Sunbird 	Cinnyris whytei 		6 	0
Prigogine's Double-collared Sunbird 	Cinnyris prigoginei 		0 	0
Ludwig's Double-collared Sunbird 	Cinnyris ludovicensis 		0 	0
Northern Double-collared Sunbird 	Cinnyris reichenowi 		43 	29
Greater Double-collared Sunbird 	Cinnyris afer 		20 	6
Regal Sunbird 	Cinnyris regius 		19 	2
Rockefeller's Sunbird 	Cinnyris rockefelleri 		0 	0
Eastern Double-collared Sunbird 	Cinnyris mediocris 		21 	5
Usambara Double-collared Sunbird 	Cinnyris usambaricus 		15 	0
Forest Double-collared Sunbird 	Cinnyris fuelleborni 		8 	0
Moreau's Sunbird 	Cinnyris moreaui 		49 	7
Loveridge's Sunbird 	Cinnyris loveridgei 		12 	3
Beautiful Sunbird 	Cinnyris pulchellus 		45 	22
Marico Sunbird 	Cinnyris mariquensis 		50 	14
Shelley's Sunbird 	Cinnyris shelleyi 		1 	0
Hofmann's Sunbird 	Cinnyris hofmanni 		0 	0
Congo Sunbird 	Cinnyris congensis 		0 	0
Red-chested Sunbird 	Cinnyris erythrocercus 		21 	4
Black-bellied Sunbird 	Cinnyris nectarinioides 		14 	2
Purple-banded Sunbird 	Cinnyris bifasciatus 		44 	2
Tsavo Sunbird 	Cinnyris tsavoensis 		9 	1
Violet-breasted Sunbird 	Cinnyris chalcomelas 		1 	0
Pemba Sunbird 	Cinnyris pembae 		9 	0
Orange-tufted Sunbird 	Cinnyris bouvieri 		7 	0
Palestine Sunbird 	Cinnyris osea 		31 	15
Shining Sunbird 	Cinnyris habessinicus 		24 	4
Splendid Sunbird 	Cinnyris coccinigastrus 		58 	7
Johanna's Sunbird 	Cinnyris johannae 		7 	0
Superb Sunbird 	Cinnyris superbus 		5 	0
Rufous-winged Sunbird 	Cinnyris rufipennis 		21 	1
Oustalet's Sunbird 	Cinnyris oustaleti 		0 	0
White-bellied Sunbird 	Cinnyris talatala 		60 	28
Variable Sunbird 	Cinnyris venustus 		120 	47
Dusky Sunbird 	Cinnyris fuscus 		27 	8
Ursula's Sunbird 	Cinnyris ursulae 		1 	0
Bates's Sunbird 	Cinnyris batesi 		8 	0
Copper Sunbird 	Cinnyris cupreus 		22 	2
Purple Sunbird 	Cinnyris asiaticus 		131 	85
Olive-backed Sunbird 	Cinnyris jugularis 		167 	58
Apricot-breasted Sunbird 	Cinnyris buettikoferi 		5 	0
Flame-breasted Sunbird 	Cinnyris solaris 		20 	5
Souimanga Sunbird 	Cinnyris sovimanga 		41 	53
Abbott's Sunbird 	Cinnyris abbotti 		0 	0
Malagasy Green Sunbird 	Cinnyris notatus 		19 	2
Seychelles Sunbird 	Cinnyris dussumieri 		19 	6
Humblot's Sunbird 	Cinnyris humbloti 		6 	2
Anjouan Sunbird 	Cinnyris comorensis 		3 	3
Mayotte Sunbird 	Cinnyris coquerellii 		2 	0
Loten's Sunbird 	Cinnyris lotenius 		25 	3
Grey-hooded Sunbird 	Aethopyga primigenia 		4 	0
Apo Sunbird 	Aethopyga boltoni 		12 	0
Lina's Sunbird 	Aethopyga linaraborae 		5 	0
Flaming Sunbird 	Aethopyga flagrans 		2 	0
Maroon-naped Sunbird 	Aethopyga guimarasensis 		2 	0
Metallic-winged Sunbird 	Aethopyga pulcherrima 		5 	0
Luzon Sunbird 	Aethopyga jefferyi 		7 	0
Bohol Sunbird 	Aethopyga decorosa 		1 	0
Elegant Sunbird 	Aethopyga duyvenbodei 		4 	0
Lovely Sunbird 	Aethopyga shelleyi 		8 	6
Handsome Sunbird 	Aethopyga bella 		5 	0
Mrs. Gould's Sunbird 	Aethopyga gouldiae 		30 	1
Green-tailed Sunbird 	Aethopyga nipalensis 		59 	9
White-flanked Sunbird 	Aethopyga eximia 		16 	0
Fork-tailed Sunbird 	Aethopyga christinae 		28 	1
Black-throated Sunbird 	Aethopyga saturata 		46 	5
Crimson Sunbird 	Aethopyga siparaja 		73 	13
Magnificent Sunbird 	Aethopyga magnifica 		5 	0
Vigors's Sunbird 	Aethopyga vigorsii 		10 	0
Javan Sunbird 	Aethopyga mystacalis 		12 	1
Temminck's Sunbird 	Aethopyga temminckii 		30 	0
Fire-tailed Sunbird 	Aethopyga ignicauda 		18 	1
Purple-naped Sunbird 	Kurochkinegramma hypogrammicum 		36 	5
Little Spiderhunter 	Arachnothera longirostra 		138 	18
Orange-tufted Spiderhunter 	Arachnothera flammifera 		2 	0
Pale Spiderhunter 	Arachnothera dilutior 		2 	0
Thick-billed Spiderhunter 	Arachnothera crassirostris 		3 	1
Long-billed Spiderhunter 	Arachnothera robusta 		6 	0
Spectacled Spiderhunter 	Arachnothera flavigaster 		16 	0
Yellow-eared Spiderhunter 	Arachnothera chrysogenys 		7 	0
Naked-faced Spiderhunter 	Arachnothera clarae 		3 	0
Grey-breasted Spiderhunter 	Arachnothera modesta 		8 	0
Streaky-breasted Spiderhunter 	Arachnothera affinis 		11 	1
Bornean Spiderhunter 	Arachnothera everetti 		16 	0
Streaked Spiderhunter 	Arachnothera magna 		59 	5
Whitehead's Spiderhunter 	Arachnothera juliae 		7 	0
Cinnamon Ibon 	Hypocryptadius cinnamomeus 		3 	0
Saxaul Sparrow 	Passer ammodendri 		16 	0
House Sparrow 	Passer domesticus 		1611 	3742
Italian Sparrow 	Passer italiae 		108 	92
Spanish Sparrow 	Passer hispaniolensis 		161 	288
Sind Sparrow 	Passer pyrrhonotus 		16 	3
Somali Sparrow 	Passer castanopterus 		1 	0
Russet Sparrow 	Passer cinnamomeus 		71 	1
Plain-backed Sparrow 	Passer flaveolus 		26 	4
Dead Sea Sparrow 	Passer moabiticus 		15 	2
Iago Sparrow 	Passer iagoensis 		11 	3
Great Sparrow 	Passer motitensis 		9 	0
Socotra Sparrow 	Passer insularis 		4 	3
Abd al-Kuri Sparrow 	Passer hemileucus 		0 	0
Kenya Sparrow 	Passer rufocinctus 		35 	22
Shelley's Sparrow 	Passer shelleyi 		11 	0
Kordofan Sparrow 	Passer cordofanicus 		0 	0
Cape Sparrow 	Passer melanurus 		43 	49
Northern Grey-headed Sparrow 	Passer griseus 		58 	74
Swainson's Sparrow 	Passer swainsonii 		19 	24
Parrot-billed Sparrow 	Passer gongonensis 		6 	4
