Common name 	Scientific name 	Status 	No. 	No. Back
Mascarene Martin 	Phedina borbonica 		19 	1
Brazza's Martin 	Phedina brazzae 		0 	0
Brown-throated Martin 	Riparia paludicola 		13 	0
Congo Martin 	Riparia congica 		0 	0
Sand Martin 	Riparia riparia 		195 	84
Pale Martin 	Riparia diluta 		23 	1
Banded Martin 	Riparia cincta 		13 	0
Barn Swallow 	Hirundo rustica 		1112 	920
Red-chested Swallow 	Hirundo lucida 		7 	0
Angolan Swallow 	Hirundo angolensis 		16 	2
White-throated Swallow 	Hirundo albigularis 		16 	0
Ethiopian Swallow 	Hirundo aethiopica 		2 	0
Wire-tailed Swallow 	Hirundo smithii 		17 	1
Blue Swallow 	Hirundo atrocaerulea 		12 	0
White-bibbed Swallow 	Hirundo nigrita 		1 	0
Pied-winged Swallow 	Hirundo leucosoma 		2 	0
White-tailed Swallow 	Hirundo megaensis 		4 	0
Black-and-rufous Swallow 	Hirundo nigrorufa 		5 	0
Pearl-breasted Swallow 	Hirundo dimidiata 		8 	0
Eurasian Crag Martin 	Ptyonoprogne rupestris 		87 	45
Rock Martin 	Ptyonoprogne fuligula 		20 	0
Common House Martin 	Delichon urbicum 		387 	457
Greater Striped Swallow 	Cecropis cucullata 		22 	14
Lesser Striped Swallow 	Cecropis abyssinica 		70 	9
Red-breasted Swallow 	Cecropis semirufa 		17 	4
Mosque Swallow 	Cecropis senegalensis 		9 	3
Red-rumped Swallow 	Cecropis daurica 		222 	126
West African Swallow 	Cecropis domicella 		0 	0
Red-throated Cliff Swallow 	Petrochelidon rufigula 		5 	0
Preuss's Cliff Swallow 	Petrochelidon preussi 		13 	4
Red Sea Cliff Swallow 	Petrochelidon perdita 		0 	0
South African Cliff Swallow 	Petrochelidon spilodera 		25 	3
Forest Swallow 	Petrochelidon fuliginosa 		6 	1
Streak-throated Swallow 	Petrochelidon fluvicola 		16 	2
Moustached Grass Warbler 	Melocichla mentalis 		53 	4
Cape Grassbird 	Sphenoeacus afer 		46 	16
Rockrunner 	Achaetops pycnopygius 		13 	3
Yellow Longbill 	Macrosphenus flavicans 		25 	13
Kemp's Longbill 	Macrosphenus kempi 		16 	6
Grey Longbill 	Macrosphenus concolor 		41 	41
Pulitzer's Longbill 	Macrosphenus pulitzeri 		1 	0
Kretschmer's Longbill 	Macrosphenus kretschmeri 		14 	1
Northern Crombec 	Sylvietta brachyura 		31 	9
Red-faced Crombec 	Sylvietta whytii 		54 	5
Philippa's Crombec 	Sylvietta philippae 		0 	0
Long-billed Crombec 	Sylvietta rufescens 		68 	16
Somali Crombec 	Sylvietta isabellina 		4 	0
Red-capped Crombec 	Sylvietta ruficapilla 		14 	2
Green Crombec 	Sylvietta virens 		55 	41
Lemon-bellied Crombec 	Sylvietta denti 		7 	0
White-browed Crombec 	Sylvietta leucophrys 		10 	0
Victorin's Warbler 	Cryptillas victorini 		37 	1
Cetti's Warbler 	Cettia cetti 		907 	1278
Neumann's Warbler 	Urosphena neumanni 		8 	0
Streaked Scrub Warbler 	Scotocerca inquieta 		35 	4
Little Yellow Flycatcher 	Erythrocercus holochlorus 		11 	0
Chestnut-capped Flycatcher 	Erythrocercus mccallii 		2 	0
Livingstone's Flycatcher 	Erythrocercus livingstonei 		9 	1
Grauer's Warbler 	Graueria vittata 		8 	4
Green Hylia 	Hylia prasina 		43 	101
Tit Hylia 	Pholidornis rushiae 		1 	0
Long-tailed Tit 	Aegithalos caudatus 		1039 	1618
Wood Warbler 	Phylloscopus sibilatrix 		679 	315
Western Bonelli's Warbler 	Phylloscopus bonelli 		403 	274
Eastern Bonelli's Warbler 	Phylloscopus orientalis 		41 	9
Hume's Leaf Warbler 	Phylloscopus humei 		319 	111
Yellow-browed Warbler 	Phylloscopus inornatus 		436 	112
Pallas's Leaf Warbler 	Phylloscopus proregulus 		162 	76
Radde's Warbler 	Phylloscopus schwarzi 		86 	15
Dusky Warbler 	Phylloscopus fuscatus 		431 	62
Plain Leaf Warbler 	Phylloscopus neglectus 		27 	2
Willow Warbler 	Phylloscopus trochilus 		2953 	2905
Mountain Chiffchaff 	Phylloscopus sindianus 		40 	6
Common Chiffchaff 	Phylloscopus collybita 		3609 	4871
Iberian Chiffchaff 	Phylloscopus ibericus 		384 	89
Yellow-throated Woodland Warbler 	Phylloscopus ruficapilla 		43 	7
Brown Woodland Warbler 	Phylloscopus umbrovirens 		45 	17
Red-faced Woodland Warbler 	Phylloscopus laetus 		9 	0
Laura's Woodland Warbler 	Phylloscopus laurae 		10 	0
Black-capped Woodland Warbler 	Phylloscopus herberti 		7 	1
Uganda Woodland Warbler 	Phylloscopus budongoensis 		15 	7
Greenish Warbler 	Phylloscopus trochiloides 		457 	72
Arctic Warbler 	Phylloscopus borealis 		279 	80
Malagasy Brush Warbler 	Nesillas typica 		34 	3
Basra Reed Warbler 	Acrocephalus griseldis 		12 	0
Cape Verde Warbler 	Acrocephalus brevipennis 		9 	0
Greater Swamp Warbler 	Acrocephalus rufescens 		34 	14
Lesser Swamp Warbler 	Acrocephalus gracilirostris 		85 	29
Madagascan Swamp Warbler 	Acrocephalus newtoni 		16 	1
Great Reed Warbler 	Acrocephalus arundinaceus 		655 	458
Clamorous Reed Warbler 	Acrocephalus stentoreus 		158 	55
Moustached Warbler 	Acrocephalus melanopogon 		129 	15
Aquatic Warbler 	Acrocephalus paludicola 		91 	17
Sedge Warbler 	Acrocephalus schoenobaenus 		761 	677
Paddyfield Warbler 	Acrocephalus agricola 		69 	6
Blyth's Reed Warbler 	Acrocephalus dumetorum 		648 	71
Eurasian Reed Warbler 	Acrocephalus scirpaceus 		925 	713
African Reed Warbler 	Acrocephalus baeticatus 		118 	48
Marsh Warbler 	Acrocephalus palustris 		1059 	255
Thick-billed Warbler 	Arundinax aedon 		69 	8
African Yellow Warbler 	Iduna natalensis 		46 	2
Mountain Yellow Warbler 	Iduna similis 		32 	1
Booted Warbler 	Iduna caligata 		67 	7
Sykes's Warbler 	Iduna rama 		63 	10
Eastern Olivaceous Warbler 	Iduna pallida 		149 	17
Western Olivaceous Warbler 	Iduna opaca 		96 	59
Papyrus Yellow Warbler 	Calamonastides gracilirostris 		0 	0
Upcher's Warbler 	Hippolais languida 		24 	1
Olive-tree Warbler 	Hippolais olivetorum 		24 	2
Melodious Warbler 	Hippolais polyglotta 		484 	243
Icterine Warbler 	Hippolais icterina 		751 	159
Pallas's Grasshopper Warbler 	Helopsaltes certhiola 		85 	26
Common Grasshopper Warbler 	Locustella naevia 		605 	224
River Warbler 	Locustella fluviatilis 		344 	49
Savi's Warbler 	Locustella luscinioides 		379 	261
Broad-tailed Grassbird 	Schoenicola platyurus 		11 	0
Fan-tailed Grassbird 	Catriscus brevirostris 		21 	3
Knysna Warbler 	Bradypterus sylvaticus 		43 	1
Bangwa Forest Warbler 	Bradypterus bangwaensis 		16 	2
Barratt's Warbler 	Bradypterus barratti 		46 	5
Evergreen Forest Warbler 	Bradypterus lopezi 		316 	129
Cinnamon Bracken Warbler 	Bradypterus cinnamomeus 		134 	20
Grey Emutail 	Bradypterus seebohmi 		18 	0
Dja River Scrub Warbler 	Bradypterus grandis 		0 	0
Little Rush Warbler 	Bradypterus baboecala 		58 	13
White-winged Swamp Warbler 	Bradypterus carpalis 		16 	3
Grauer's Swamp Warbler 	Bradypterus graueri 		4 	0
White-throated Oxylabes 	Oxylabes madagascariensis 		18 	0
Long-billed Bernieria 	Bernieria madagascariensis 		18 	2
Cryptic Warbler 	Cryptosylvicola randrianasoloi 		12 	0
Wedge-tailed Jery 	Hartertula flavoviridis 		8 	3
Thamnornis 	Thamnornis chloropetoides 		14 	0
Spectacled Tetraka 	Xanthomixis zosterops 		23 	2
Appert's Tetraka 	Xanthomixis apperti 		11 	0
Dusky Tetraka 	Xanthomixis tenebrosa 		0 	0
Grey-crowned Tetraka 	Xanthomixis cinereiceps 		9 	1
Madagascan Yellowbrow 	Crossleyia xanthophrys 		13 	0
Rand's Warbler 	Randia pseudozosterops 		18 	6
Common Jery 	Neomixis tenella 		24 	20
Green Jery 	Neomixis viridis 		10 	10
Stripe-throated Jery 	Neomixis striatigula 		30 	21
Red-faced Cisticola 	Cisticola erythrops 		131 	34
Singing Cisticola 	Cisticola cantans 		89 	20
Whistling Cisticola 	Cisticola lateralis 		45 	25
Trilling Cisticola 	Cisticola woosnami 		64 	18
Chattering Cisticola 	Cisticola anonymus 		19 	3
Bubbling Cisticola 	Cisticola bulliens 		0 	0
Chubb's Cisticola 	Cisticola chubbi 		48 	9
Hunter's Cisticola 	Cisticola hunteri 		25 	8
Black-lored Cisticola 	Cisticola nigriloris 		23 	2
Lazy Cisticola 	Cisticola aberrans 		35 	4
Rock-loving Cisticola 	Cisticola emini 		12 	1
Rattling Cisticola 	Cisticola chiniana 		201 	111
Boran Cisticola 	Cisticola bodessa 		11 	2
Churring Cisticola 	Cisticola njombe 		42 	9
Ashy Cisticola 	Cisticola cinereolus 		15 	0
Tana River Cisticola 	Cisticola restrictus 		0 	0
Tinkling Cisticola 	Cisticola rufilatus 		11 	2
Grey-backed Cisticola 	Cisticola subruficapilla 		42 	14
Wailing Cisticola 	Cisticola lais 		42 	8
Lynes's Cisticola 	Cisticola distinctus 		8 	2
Rufous-winged Cisticola 	Cisticola galactotes 		3 	2
Winding Cisticola 	Cisticola marginatus 		60 	15
Coastal Cisticola 	Cisticola haematocephalus 		5 	0
Ethiopian Cisticola 	Cisticola lugubris 		8 	0
Luapula Cisticola 	Cisticola luapula 		1 	0
Chirping Cisticola 	Cisticola pipiens 		12 	1
Carruthers's Cisticola 	Cisticola carruthersi 		9 	0
Levaillant's Cisticola 	Cisticola tinniens 		57 	25
Stout Cisticola 	Cisticola robustus 		17 	2
Aberdare Cisticola 	Cisticola aberdare 		4 	0
Croaking Cisticola 	Cisticola natalensis 		37 	8
Red-pate Cisticola 	Cisticola ruficeps 		4 	0
Dorst's Cisticola 	Cisticola guinea 		1 	0
Tiny Cisticola 	Cisticola nana 		7 	0
Short-winged Cisticola 	Cisticola brachypterus 		46 	7
Rufous Cisticola 	Cisticola rufus 		2 	1
Foxy Cisticola 	Cisticola troglodytes 		2 	0
Neddicky 	Cisticola fulvicapilla 		40 	102
Long-tailed Cisticola 	Cisticola angusticauda 		0 	0
Black-tailed Cisticola 	Cisticola melanurus 		0 	0
Zitting Cisticola 	Cisticola juncidis 		515 	716
Socotra Cisticola 	Cisticola haesitatus 		3 	0
Madagascan Cisticola 	Cisticola cherina 		31 	16
Desert Cisticola 	Cisticola aridulus 		29 	25
Cloud Cisticola 	Cisticola textrix 		41 	15
Black-backed Cisticola 	Cisticola eximius 		2 	0
Dambo Cisticola 	Cisticola dambo 		8 	1
Pectoral-patch Cisticola 	Cisticola brunnescens 		13 	7
Pale-crowned Cisticola 	Cisticola cinnamomeus 		8 	0
Wing-snapping Cisticola 	Cisticola ayresii 		34 	19
Socotra Warbler 	Incana incana 		2 	0
Graceful Prinia 	Prinia gracilis 		61 	57
Tawny-flanked Prinia 	Prinia subflava 		189 	134
Pale Prinia 	Prinia somalica 		14 	0
River Prinia 	Prinia fluviatilis 		6 	1
Black-chested Prinia 	Prinia flavicans 		37 	59
Karoo Prinia 	Prinia maculosa 		76 	19
Drakensberg Prinia 	Prinia hypoxantha 		15 	2
Sao Tome Prinia 	Prinia molleri 		4 	4
Banded Prinia 	Prinia bairdii 		8 	2
Black-faced Prinia 	Prinia melanops 		17 	0
White-chinned Prinia 	Schistolais leucopogon 		11 	1
Sierra Leone Prinia 	Schistolais leontica 		0 	0
Namaqua Warbler 	Phragmacia substriata 		33 	1
Roberts's Warbler 	Oreophilais robertsi 		9 	0
Red-winged Warbler 	Heliolais erythropterus 		15 	0
Green Longtail 	Urolais epichlorus 		7 	4
Black-collared Apalis 	Oreolais pulcher 		38 	8
Rwenzori Apalis 	Oreolais ruwenzorii 		28 	6
Red-winged Grey Warbler 	Drymocichla incana 		1 	0
Cricket Warbler 	Spiloptila clamans 		23 	4
Buff-bellied Warbler 	Phyllolais pulchella 		17 	3
Bar-throated Apalis 	Apalis thoracica 		115 	56
Yellow-throated Apalis 	Apalis flavigularis 		4 	0
Taita Apalis 	Apalis fuscigularis 		2 	0
Namuli Apalis 	Apalis lynesi 		0 	0
Rudd's Apalis 	Apalis ruddi 		11 	1
Yellow-breasted Apalis 	Apalis flavida 		91 	39
Lowland Masked Apalis 	Apalis binotata 		0 	0
Mountain Masked Apalis 	Apalis personata 		22 	4
Black-throated Apalis 	Apalis jacksoni 		9 	3
White-winged Apalis 	Apalis chariessa 		14 	6
Black-capped Apalis 	Apalis nigriceps 		12 	0
Black-headed Apalis 	Apalis melanocephala 		47 	68
Chirinda Apalis 	Apalis chirindensis 		2 	2
Chestnut-throated Apalis 	Apalis porphyrolaema 		27 	17
Kabobo Apalis 	Apalis kaboboensis 		0 	0
Chapin's Apalis 	Apalis chapini 		79 	30
Sharpe's Apalis 	Apalis sharpii 		17 	12
Buff-throated Apalis 	Apalis rufogularis 		32 	16
Kungwe Apalis 	Apalis argentea 		1 	0
Karamoja Apalis 	Apalis karamojae 		1 	0
Bamenda Apalis 	Apalis bamendae 		0 	0
Gosling's Apalis 	Apalis goslingi 		0 	0
Grey Apalis 	Apalis cinerea 		50 	30
Brown-headed Apalis 	Apalis alticola 		18 	1
Red-fronted Warbler 	Urorhipis rufifrons 		21 	4
Rufous-eared Warbler 	Malcorus pectoralis 		28 	9
Oriole Warbler 	Hypergerus atriceps 		38 	2
Grey-capped Warbler 	Eminia lepida 		58 	11
Green-backed Camaroptera 	Camaroptera brachyura 		92 	76
Grey-backed Camaroptera 	Camaroptera brevicaudata 		281 	247
Hartert's Camaroptera 	Camaroptera harterti 		3 	0
Yellow-browed Camaroptera 	Camaroptera superciliaris 		27 	12
Olive-green Camaroptera 	Camaroptera chloronota 		33 	11
Grey Wren-Warbler 	Calamonastes simplex 		42 	6
Miombo Wren-Warbler 	Calamonastes undosus 		9 	0
Stierling's Wren-Warbler 	Calamonastes stierlingi 		36 	2
Barred Wren-Warbler 	Calamonastes fasciolatus 		16 	3
Cinnamon-breasted Warbler 	Euryptila subcinnamomea 		14 	0
Black-headed Rufous Warbler 	Bathmocercus cerviniventris 		1 	0
Black-faced Rufous Warbler 	Bathmocercus rufus 		37 	9
Winifred's Warbler 	Scepomycter winifredae 		14 	0
Rubeho Warbler 	Scepomycter rubehoensis 		11 	0
Long-billed Forest Warbler 	Artisornis moreaui 		18 	0
Red-capped Forest Warbler 	Artisornis metopias 		68 	8
White-tailed Warbler 	Poliolais lopezi 		4 	0
Yellow-bellied Eremomela 	Eremomela icteropygialis 		30 	4
Salvadori's Eremomela 	Eremomela salvadorii 		0 	0
Yellow-vented Eremomela 	Eremomela flavicrissalis 		3 	0
Senegal Eremomela 	Eremomela pusilla 		22 	5
Green-backed Eremomela 	Eremomela canescens 		4 	0
Green-capped Eremomela 	Eremomela scotops 		15 	0
Karoo Eremomela 	Eremomela gregalis 		24 	0
Burnt-necked Eremomela 	Eremomela usticollis 		11 	0
Rufous-crowned Eremomela 	Eremomela badiceps 		4 	0
Turner's Eremomela 	Eremomela turneri 		4 	0
Black-necked Eremomela 	Eremomela atricollis 		5 	0
Spotted Thrush-Babbler 	Ptyrticus turdinus 		0 	0
Blackcap Illadopsis 	Illadopsis cleaveri 		26 	4
Scaly-breasted Illadopsis 	Illadopsis albipectus 		38 	31
Rufous-winged Illadopsis 	Illadopsis rufescens 		9 	0
Puvel's Illadopsis 	Illadopsis puveli 		26 	9
Pale-breasted Illadopsis 	Illadopsis rufipennis 		141 	16
Brown Illadopsis 	Illadopsis fulvescens 		48 	54
Mountain Illadopsis 	Illadopsis pyrrhoptera 		18 	1
Arabian Babbler 	Argya squamiceps 		12 	0
Fulvous Babbler 	Argya fulva 		14 	2
Rufous Chatterer 	Argya rubiginosa 		12 	1
Scaly Chatterer 	Argya aylmeri 		10 	0
Brown Babbler 	Turdoides plebejus 		29 	3
Bare-cheeked Babbler 	Turdoides gymnogenys 		4 	0
Arrow-marked Babbler 	Turdoides jardineii 		69 	15
Scaly Babbler 	Turdoides squamulata 		2 	0
White-rumped Babbler 	Turdoides leucopygia 		16 	1
White-headed Babbler 	Turdoides leucocephala 		0 	0
Blackcap Babbler 	Turdoides reinwardtii 		29 	8
Dusky Babbler 	Turdoides tenebrosa 		4 	0
Southern Pied Babbler 	Turdoides bicolor 		5 	0
Northern Pied Babbler 	Turdoides hypoleuca 		5 	0
Black-lored Babbler 	Turdoides sharpei 		24 	7
Black-faced Babbler 	Turdoides melanops 		2 	0
Hartlaub's Babbler 	Turdoides hartlaubii 		25 	1
Hinde's Babbler 	Turdoides hindei 		7 	0
White-throated Mountain Babbler 	Turdoides gilberti 		4 	0
Red-collared Babbler 	Turdoides rufocinctus 		0 	0
Capuchin Babbler 	Turdoides atripennis 		8 	1
Abyssinian Catbird 	Parophasma galinieri 		20 	3
African Hill Babbler 	Pseudoalcippe abyssinica 		62 	22
Rwenzori Hill Babbler 	Pseudoalcippe atriceps 		30 	20
Dohrn's Thrush-Babbler 	Horizorhinus dohrni 		9 	3
Bush Blackcap 	Lioptilus nigricapillus 		20 	0
Eurasian Blackcap 	Sylvia atricapilla 		2913 	5889
Garden Warbler 	Sylvia borin 		938 	563
Barred Warbler 	Sylvia nisoria 		272 	26
Lesser Whitethroat 	Sylvia curruca 		1216 	396
Desert Whitethroat 	Sylvia minula 		23 	9
Hume's Whitethroat 	Sylvia althaea 		18 	3
Western Orphean Warbler 	Sylvia hortensis 		117 	88
Eastern Orphean Warbler 	Sylvia crassirostris 		65 	5
Arabian Warbler 	Sylvia leucomelaena 		21 	3
Asian Desert Warbler 	Sylvia nana 		21 	4
African Desert Warbler 	Sylvia deserti 		7 	0
Common Whitethroat 	Sylvia communis 		2078 	1534
Dartford Warbler 	Sylvia undata 		225 	46
Marmora's Warbler 	Sylvia sarda 		74 	5
Balearic Warbler 	Sylvia balearica 		37 	2
Tristram's Warbler 	Sylvia deserticola 		29 	0
Spectacled Warbler 	Sylvia conspicillata 		134 	45
Subalpine Warbler 	Sylvia cantillans 		327 	174
Sardinian Warbler 	Sylvia melanocephala 		855 	1818
Menetries's Warbler 	Sylvia mystacea 		48 	5
Rüppell's Warbler 	Sylvia ruppeli 		26 	1
Cyprus Warbler 	Sylvia melanothorax 		20 	3
Yemen Warbler 	Sylvia buryi 		8 	0
Brown Parisoma 	Sylvia lugens 		8 	1
Banded Parisoma 	Sylvia boehmi 		32 	12
Chestnut-vented Warbler 	Sylvia subcoerulea 		135 	68
Layard's Warbler 	Sylvia layardi 		33 	3
Indian White-eye 	Zosterops palpebrosus 		58 	35
Principe White-eye 	Zosterops ficedulinus 		2 	0
Annobon White-eye 	Zosterops griseovirescens 		3 	0
Sao Tome White-eye 	Zosterops feae 		2 	0
Black-capped Speirops 	Zosterops lugubris 		4 	4
Principe Speirops 	Zosterops leucophaeus 		6 	0
Abyssinian White-eye 	Zosterops abyssinicus 		13 	27
Malagasy White-eye 	Zosterops maderaspatanus 		21 	8
Taita White-eye 	Zosterops silvanus 		7 	0
Orange River White-eye 	Zosterops pallidus 		25 	30
Cape White-eye 	Zosterops virens 		63 	93
Mount Cameroon Speirops 	Zosterops melanocephalus 		1 	0
Fernando Po Speirops 	Zosterops brunneus 		0 	0
Heuglin's White-eye 	Zosterops poliogastrus 		8 	8
Kikuyu White-eye 	Zosterops kikuyuensis 		9 	1
Northern Yellow White-eye 	Zosterops senegalensis 		32 	27
Pemba White-eye 	Zosterops vaughani 		5 	0
Spot-throat 	Modulatrix stictigula 		256 	71
Dapple-throat 	Arcanator orostruthus 		52 	18
Grey-chested Babbler 	Kakamega poliothorax 		11 	2
Cape Sugarbird 	Promerops cafer 		32 	1
Gurney's Sugarbird 	Promerops gurneyi 		17 	0
Common Firecrest 	Regulus ignicapilla 		650 	903
Goldcrest 	Regulus regulus 		1059 	958
Yellow-bellied Hyliota 	Hyliota flavigaster 		7 	1
Southern Hyliota 	Hyliota australis 		7 	0
Usambara Hyliota 	Hyliota usambara 		1 	0
Violet-backed Hyliota 	Hyliota violacea 		0 	0
Eurasian Wren 	Troglodytes troglodytes 		2327 	8196
Eurasian Nuthatch 	Sitta europaea 		1198 	2007
Algerian Nuthatch 	Sitta ledanti 		28 	0
Wallcreeper 	Tichodroma muraria 		23 	0
Short-toed Treecreeper 	Certhia brachydactyla 		709 	1711
Indian Spotted Creeper 	Salpornis spilonota 		5 	0
Bank Myna 	Acridotheres ginginianus 		11 	1
Common Myna 	Acridotheres tristis 		223 	280
Brahminy Starling 	Sturnia pagodarum 		25 	3
Rosy Starling 	Pastor roseus 		58 	0
Common Starling 	Sturnus vulgaris 		963 	1933
Spotless Starling 	Sturnus unicolor 		199 	1172
Wattled Starling 	Creatophora cinerea 		26 	0
Black-bellied Starling 	Notopholia corusca 		28 	4
Purple-headed Starling 	Hylopsar purpureiceps 		4 	0
Copper-tailed Starling 	Hylopsar cupreocauda 		9 	6
Cape Starling 	Lamprotornis nitens 		21 	11
Greater Blue-eared Starling 	Lamprotornis chalybaeus 		53 	18
Lesser Blue-eared Starling 	Lamprotornis chloropterus 		13 	7
Miombo Blue-eared Starling 	Lamprotornis elisabeth 		14 	1
Bronze-tailed Starling 	Lamprotornis chalcurus 		6 	2
Splendid Starling 	Lamprotornis splendidus 		64 	29
Principe Starling 	Lamprotornis ornatus 		5 	0
Emerald Starling 	Lamprotornis iris 		1 	0
Purple Starling 	Lamprotornis purpureus 		6 	4
Rüppell's Starling 	Lamprotornis purpuroptera 		41 	11
Long-tailed Glossy Starling 	Lamprotornis caudatus 		45 	40
Golden-breasted Starling 	Lamprotornis regius 		4 	1
Meves's Starling 	Lamprotornis mevesii 		21 	20
Burchell's Starling 	Lamprotornis australis 		23 	3
Sharp-tailed Starling 	Lamprotornis acuticaudus 		6 	0
Superb Starling 	Lamprotornis superbus 		53 	15
Hildebrandt's Starling 	Lamprotornis hildebrandti 		14 	0
Shelley's Starling 	Lamprotornis shelleyi 		7 	0
Chestnut-bellied Starling 	Lamprotornis pulcher 		7 	5
Ashy Starling 	Lamprotornis unicolor 		12 	1
Fischer's Starling 	Lamprotornis fischeri 		2 	0
Pied Starling 	Lamprotornis bicolor 		16 	15
White-crowned Starling 	Lamprotornis albicapillus 		7 	0
Madagascan Starling 	Hartlaubius auratus 		3 	0
Violet-backed Starling 	Cinnyricinclus leucogaster 		26 	7
Red-winged Starling 	Onychognathus morio 		34 	19
Slender-billed Starling 	Onychognathus tenuirostris 		15 	0
Chestnut-winged Starling 	Onychognathus fulgidus 		2 	0
Waller's Starling 	Onychognathus walleri 		47 	11
Somali Starling 	Onychognathus blythii 		5 	0
Socotra Starling 	Onychognathus frater 		0 	0
Tristram's Starling 	Onychognathus tristramii 		36 	24
Pale-winged Starling 	Onychognathus nabouroup 		21 	5
Bristle-crowned Starling 	Onychognathus salvadorii 		6 	0
White-billed Starling 	Onychognathus albirostris 		5 	0
Neumann's Starling 	Onychognathus neumanni 		6 	1
Stuhlmann's Starling 	Poeoptera stuhlmanni 		7 	1
Kenrick's Starling 	Poeoptera kenricki 		7 	0
Narrow-tailed Starling 	Poeoptera lugubris 		0 	0
Sharpe's Starling 	Poeoptera sharpii 		18 	1
Abbott's Starling 	Poeoptera femoralis 		4 	0
White-collared Starling 	Grafisia torquata 		0 	0
Magpie Starling 	Speculipastor bicolor 		4 	0
Babbling Starling 	Neocichla gutturalis 		6 	0
Yellow-billed Oxpecker 	Buphagus africanus 		8 	0
Red-billed Oxpecker 	Buphagus erythrorynchus 		24 	5
Red-tailed Ant Thrush 	Neocossyphus rufus 		15 	0
White-tailed Ant Thrush 	Neocossyphus poensis 		11 	0
Fraser's Rufous Thrush 	Stizorhina fraseri 		50 	18
Finsch's Rufous Thrush 	Stizorhina finschi 		21 	4
Abyssinian Ground Thrush 	Geokichla piaggiae 		19 	1
Crossley's Ground Thrush 	Geokichla crossleyi 		6 	3
Orange Ground Thrush 	Geokichla gurneyi 		64 	22
Oberländer's Ground Thrush 	Geokichla oberlaenderi 		0 	0
Black-eared Ground Thrush 	Geokichla camaronensis 		1 	0
Grey Ground Thrush 	Geokichla princei 		1 	0
Spotted Ground Thrush 	Geokichla guttata 		23 	0
Scaly Thrush 	Zoothera dauma 		6 	0
Groundscraper Thrush 	Turdus litsitsirupa 		24 	3
African Thrush 	Turdus pelios 		67 	36
Bare-eyed Thrush 	Turdus tephronotus 		17 	7
Kurrichane Thrush 	Turdus libonyana 		47 	10
Sao Tome Thrush 	Turdus olivaceofuscus 		11 	0
Principe Thrush 	Turdus xanthorhynchus 		2 	0
Olive Thrush 	Turdus olivaceus 		43 	17
Usambara Thrush 	Turdus roehli 		6 	0
Abyssinian Thrush 	Turdus abyssinicus 		48 	10
Karoo Thrush 	Turdus smithi 		23 	13
Somali Thrush 	Turdus ludoviciae 		0 	0
Taita Thrush 	Turdus helleri 		2 	0
Yemen Thrush 	Turdus menachensis 		11 	2
Ring Ouzel 	Turdus torquatus 		341 	107
Common Blackbird 	Turdus merula 		4134 	14063
Eyebrowed Thrush 	Turdus obscurus 		95 	10
Black-throated Thrush 	Turdus atrogularis 		38 	21
Dusky Thrush 	Turdus eunomus 		85 	45
Fieldfare 	Turdus pilaris 		805 	970
Redwing 	Turdus iliacus 		983 	895
Song Thrush 	Turdus philomelos 		2719 	6448
Mistle Thrush 	Turdus viscivorus 		680 	785
White-tailed Alethe 	Alethe diademata 		22 	2
Fire-crested Alethe 	Alethe castanea 		17 	7
Karoo Scrub Robin 	Cercotrichas coryphoeus 		49 	6
Forest Scrub Robin 	Cercotrichas leucosticta 		6 	1
Bearded Scrub Robin 	Cercotrichas quadrivirgata 		39 	15
Miombo Scrub Robin 	Cercotrichas barbata 		10 	0
Black Scrub Robin 	Cercotrichas podobe 		22 	11
Rufous-tailed Scrub Robin 	Cercotrichas galactotes 		135 	9
Kalahari Scrub Robin 	Cercotrichas paena 		30 	15
Brown-backed Scrub Robin 	Cercotrichas hartlaubi 		15 	0
White-browed Scrub Robin 	Cercotrichas leucophrys 		290 	53
Brown Scrub Robin 	Cercotrichas signata 		45 	6
Madagascan Magpie-Robin 	Copsychus albospecularis 		39 	6
Fraser's Forest Flycatcher 	Fraseria ocreata 		20 	3
White-browed Forest Flycatcher 	Fraseria cinerascens 		6 	0
Grey-throated Tit-Flycatcher 	Myioparus griseigularis 		18 	9
Grey Tit-Flycatcher 	Myioparus plumbeus 		34 	7
Angolan Slaty Flycatcher 	Melaenornis brunneus 		0 	0
White-eyed Slaty Flycatcher 	Melaenornis fischeri 		19 	7
Abyssinian Slaty Flycatcher 	Melaenornis chocolatinus 		9 	2
Nimba Flycatcher 	Melaenornis annamarulae 		0 	0
Yellow-eyed Black Flycatcher 	Melaenornis ardesiacus 		7 	0
Northern Black Flycatcher 	Melaenornis edolioides 		21 	2
Southern Black Flycatcher 	Melaenornis pammelaina 		16 	1
Pale Flycatcher 	Melaenornis pallidus 		11 	0
Chat Flycatcher 	Melaenornis infuscatus 		7 	0
African Grey Flycatcher 	Melaenornis microrhynchus 		18 	1
Marico Flycatcher 	Melaenornis mariquensis 		4 	1
Fiscal Flycatcher 	Melaenornis silens 		39 	4
Silverbird 	Empidornis semipartitus 		5 	0
Spotted Flycatcher 	Muscicapa striata 		546 	185
Gambaga Flycatcher 	Muscicapa gambagae 		6 	1
Asian Brown Flycatcher 	Muscicapa dauurica 		297 	40
Ashy Flycatcher 	Muscicapa caerulescens 		41 	3
Swamp Flycatcher 	Muscicapa aquatica 		14 	3
Cassin's Flycatcher 	Muscicapa cassini 		2 	1
Olivaceous Flycatcher 	Muscicapa olivascens 		5 	0
Chapin's Flycatcher 	Muscicapa lendu 		8 	0
