Common name 	Scientific name 	Status 	No. 	No. Back
Band-backed Wren 	Campylorhynchus zonatus 		106 	42
Grey-barred Wren 	Campylorhynchus megalopterus 		30 	13
Stripe-backed Wren 	Campylorhynchus nuchalis 		22 	3
Fasciated Wren 	Campylorhynchus fasciatus 		75 	42
Giant Wren 	Campylorhynchus chiapensis 		35 	9
Bicolored Wren 	Campylorhynchus griseus 		98 	47
Rufous-naped Wren 	Campylorhynchus rufinucha 		8 	11
Spotted Wren 	Campylorhynchus gularis 		48 	27
Boucard's Wren 	Campylorhynchus jocosus 		19 	3
Yucatan Wren 	Campylorhynchus yucatanicus 		10 	0
Cactus Wren 	Campylorhynchus brunneicapillus 		183 	573
Thrush-like Wren 	Campylorhynchus turdinus 		160 	479
Grey-mantled Wren 	Odontorchilus branickii 		32 	5
Tooth-billed Wren 	Odontorchilus cinereus 		44 	11
Rock Wren 	Salpinctes obsoletus 		117 	53
Canyon Wren 	Catherpes mexicanus 		211 	236
Sumichrast's Wren 	Hylorchilus sumichrasti 		36 	0
Nava's Wren 	Hylorchilus navai 		25 	5
Rufous Wren 	Cinnycerthia unirufa 		130 	7
Sepia-brown Wren 	Cinnycerthia olivascens 		138 	15
Fulvous Wren 	Cinnycerthia fulva 		12 	0
Merida Wren 	Cistothorus meridae 		7 	0
Apolinar's Wren 	Cistothorus apolinari 		122 	3
Grass Wren 	Cistothorus platensis 		293 	35
Marsh Wren 	Cistothorus palustris 		394 	369
Bewick's Wren 	Thryomanes bewickii 		621 	717
Black-throated Wren 	Pheugopedius atrogularis 		29 	6
Sooty-headed Wren 	Pheugopedius spadix 		85 	9
Black-bellied Wren 	Pheugopedius fasciatoventris 		122 	99
Plain-tailed Wren 	Pheugopedius euophrys 		111 	36
Inca Wren 	Pheugopedius eisenmanni 		32 	4
Moustached Wren 	Pheugopedius genibarbis 		209 	564
Whiskered Wren 	Pheugopedius mystacalis 		227 	63
Coraya Wren 	Pheugopedius coraya 		226 	76
Happy Wren 	Pheugopedius felix 		91 	112
Spot-breasted Wren 	Pheugopedius maculipectus 		160 	87
Rufous-breasted Wren 	Pheugopedius rutilus 		143 	55
Speckle-breasted Wren 	Pheugopedius sclateri 		125 	51
Banded Wren 	Thryophilus pleurostictus 		118 	49
Rufous-and-white Wren 	Thryophilus rufalbus 		185 	106
Niceforo's Wren 	Thryophilus nicefori 		99 	3
Sinaloa Wren 	Thryophilus sinaloa 		140 	363
Cabanis's Wren 	Cantorchilus modestus 		141 	74
Buff-breasted Wren 	Cantorchilus leucotis 		368 	407
Superciliated Wren 	Cantorchilus superciliaris 		74 	30
Fawn-breasted Wren 	Cantorchilus guarayanus 		86 	69
Long-billed Wren 	Cantorchilus longirostris 		180 	104
Grey Wren 	Cantorchilus griseus 		8 	0
Riverside Wren 	Cantorchilus semibadius 		68 	13
Bay Wren 	Cantorchilus nigricapillus 		236 	91
Stripe-breasted Wren 	Cantorchilus thoracicus 		57 	12
Stripe-throated Wren 	Cantorchilus leucopogon 		46 	36
Carolina Wren 	Thryothorus ludovicianus 		507 	899
Winter Wren 	Troglodytes hiemalis 		232 	116
Pacific Wren 	Troglodytes pacificus 		215 	60
Clarion Wren 	Troglodytes tanneri 		1 	0
House Wren 	Troglodytes aedon 		1391 	2249
Socorro Wren 	Troglodytes sissonii 		2 	0
Rufous-browed Wren 	Troglodytes rufociliatus 		63 	41
Ochraceous Wren 	Troglodytes ochraceus 		33 	8
Mountain Wren 	Troglodytes solstitialis 		178 	71
Santa Marta Wren 	Troglodytes monticola 		14 	0
Tepui Wren 	Troglodytes rufulus 		17 	0
Timberline Wren 	Thryorchilus browni 		34 	1
White-bellied Wren 	Uropsila leucogastra 		52 	9
White-breasted Wood Wren 	Henicorhina leucosticta 		547 	145
Grey-breasted Wood Wren 	Henicorhina leucophrys 		892 	504
Bar-winged Wood Wren 	Henicorhina leucoptera 		75 	1
Northern Nightingale-Wren 	Microcerculus philomela 		53 	3
Southern Nightingale-Wren 	Microcerculus marginatus 		288 	210
Flutist Wren 	Microcerculus ustulatus 		35 	3
Wing-banded Wren 	Microcerculus bambla 		48 	7
Chestnut-breasted Wren 	Cyphorhinus thoracicus 		169 	9
Musician Wren 	Cyphorhinus arada 		135 	17
Song Wren 	Cyphorhinus phaeocephalus 		85 	38
Collared Gnatwren 	Microbates collaris 		59 	7
Tawny-faced Gnatwren 	Microbates cinereiventris 		103 	71
Trilling Gnatwren 	Ramphocaenus melanurus 		467 	342
Blue-grey Gnatcatcher 	Polioptila caerulea 		285 	400
Black-tailed Gnatcatcher 	Polioptila melanura 		110 	36
California Gnatcatcher 	Polioptila californica 		53 	15
White-lored Gnatcatcher 	Polioptila albiloris 		35 	10
Black-capped Gnatcatcher 	Polioptila nigriceps 		73 	12
Tropical Gnatcatcher 	Polioptila plumbea 		238 	189
Creamy-bellied Gnatcatcher 	Polioptila lactea 		26 	2
Guianan Gnatcatcher 	Polioptila guianensis 		0 	0
Iquitos Gnatcatcher 	Polioptila clementsi 		6 	0
Slate-throated Gnatcatcher 	Polioptila schistaceigula 		16 	2
Masked Gnatcatcher 	Polioptila dumicola 		174 	49
Pygmy Nuthatch 	Sitta pygmaea 		107 	246
Brown-headed Nuthatch 	Sitta pusilla 		58 	28
Red-breasted Nuthatch 	Sitta canadensis 		205 	304
White-breasted Nuthatch 	Sitta carolinensis 		384 	644
Brown Creeper 	Certhia americana 		293 	193
Grey Catbird 	Dumetella carolinensis 		384 	442
Black Catbird 	Melanoptila glabrirostris 		41 	4
Northern Mockingbird 	Mimus polyglottos 		370 	757
Tropical Mockingbird 	Mimus gilvus 		193 	82
Bahama Mockingbird 	Mimus gundlachii 		23 	4
Chilean Mockingbird 	Mimus thenca 		27 	4
Long-tailed Mockingbird 	Mimus longicaudatus 		61 	136
Chalk-browed Mockingbird 	Mimus saturninus 		135 	39
Patagonian Mockingbird 	Mimus patagonicus 		35 	1
White-banded Mockingbird 	Mimus triurus 		26 	0
Brown-backed Mockingbird 	Mimus dorsalis 		16 	3
Socorro Mockingbird 	Mimus graysoni 		2 	0
Sage Thrasher 	Oreoscoptes montanus 		46 	19
Brown Thrasher 	Toxostoma rufum 		163 	97
Long-billed Thrasher 	Toxostoma longirostre 		50 	23
Cozumel Thrasher 	Toxostoma guttatum 		1 	0
Grey Thrasher 	Toxostoma cinereum 		17 	16
Bendire's Thrasher 	Toxostoma bendirei 		49 	4
Ocellated Thrasher 	Toxostoma ocellatum 		26 	3
Curve-billed Thrasher 	Toxostoma curvirostre 		416 	281
California Thrasher 	Toxostoma redivivum 		120 	84
Crissal Thrasher 	Toxostoma crissale 		124 	43
LeConte's Thrasher 	Toxostoma lecontei 		36 	0
Blue Mockingbird 	Melanotis caerulescens 		174 	128
Blue-and-white Mockingbird 	Melanotis hypoleucus 		41 	4
Pearly-eyed Thrasher 	Margarops fuscatus 		24 	39
Common Hill Myna 	Gracula religiosa 		131 	39
Crested Myna 	Acridotheres cristatellus 		29 	9
Common Myna 	Acridotheres tristis 		223 	280
Common Starling 	Sturnus vulgaris 		963 	1933
Varied Thrush 	Ixoreus naevius 		92 	148
Aztec Thrush 	Ridgwayia pinicola 		6 	1
Eastern Bluebird 	Sialia sialis 		125 	106
Western Bluebird 	Sialia mexicana 		61 	125
Mountain Bluebird 	Sialia currucoides 		40 	29
Townsend's Solitaire 	Myadestes townsendi 		94 	20
Brown-backed Solitaire 	Myadestes occidentalis 		183 	427
Rufous-throated Solitaire 	Myadestes genibarbis 		24 	8
Black-faced Solitaire 	Myadestes melanops 		48 	25
Varied Solitaire 	Myadestes coloratus 		13 	3
Andean Solitaire 	Myadestes ralloides 		265 	211
Slate-colored Solitaire 	Myadestes unicolor 		74 	160
Rufous-brown Solitaire 	Cichlopsis leucogenys 		33 	1
Black-billed Nightingale-Thrush 	Catharus gracilirostris 		40 	15
Orange-billed Nightingale-Thrush 	Catharus aurantiirostris 		355 	118
Slaty-backed Nightingale-Thrush 	Catharus fuscater 		148 	32
Russet Nightingale-Thrush 	Catharus occidentalis 		28 	14
Ruddy-capped Nightingale-Thrush 	Catharus frantzii 		55 	25
Black-headed Nightingale-Thrush 	Catharus mexicanus 		97 	63
Gould's Nightingale-Thrush 	Catharus dryas 		23 	3
Veery 	Catharus fuscescens 		216 	158
Grey-cheeked Thrush 	Catharus minimus 		118 	18
Bicknell's Thrush 	Catharus bicknelli 		49 	6
Swainson's Thrush 	Catharus ustulatus 		556 	735
Hermit Thrush 	Catharus guttatus 		327 	420
Wood Thrush 	Hylocichla mustelina 		284 	298
Black Solitaire 	Entomodestes coracinus 		23 	1
White-eared Solitaire 	Entomodestes leucotis 		32 	35
Yellow-legged Thrush 	Turdus flavipes 		189 	96
Pale-eyed Thrush 	Turdus leucops 		67 	17
Common Blackbird 	Turdus merula 		4134 	14063
Eyebrowed Thrush 	Turdus obscurus 		95 	10
Dusky Thrush 	Turdus eunomus 		85 	45
Fieldfare 	Turdus pilaris 		805 	970
Redwing 	Turdus iliacus 		983 	895
Song Thrush 	Turdus philomelos 		2719 	6448
Great Thrush 	Turdus fuscater 		218 	145
Chiguanco Thrush 	Turdus chiguanco 		124 	49
Sooty Thrush 	Turdus nigrescens 		14 	3
Black Thrush 	Turdus infuscatus 		47 	82
Glossy-black Thrush 	Turdus serranus 		110 	138
Andean Slaty Thrush 	Turdus nigriceps 		67 	15
Eastern Slaty Thrush 	Turdus subalaris 		62 	7
Plumbeous-backed Thrush 	Turdus reevei 		39 	29
Black-hooded Thrush 	Turdus olivater 		36 	3
Maranon Thrush 	Turdus maranonicus 		21 	20
Chestnut-bellied Thrush 	Turdus fulviventris 		36 	6
Rufous-bellied Thrush 	Turdus rufiventris 		351 	414
Austral Thrush 	Turdus falcklandii 		95 	20
Pale-breasted Thrush 	Turdus leucomelas 		297 	399
Creamy-bellied Thrush 	Turdus amaurochalinus 		121 	104
Mountain Thrush 	Turdus plebejus 		34 	9
Black-billed Thrush 	Turdus ignobilis 		126 	122
Lawrence's Thrush 	Turdus lawrencii 		84 	205
Cocoa Thrush 	Turdus fumigatus 		43 	20
Pale-vented Thrush 	Turdus obsoletus 		33 	14
Hauxwell's Thrush 	Turdus hauxwelli 		82 	210
Unicolored Thrush 	Turdus haplochrous 		12 	0
Clay-colored Thrush 	Turdus grayi 		268 	413
Spectacled Thrush 	Turdus nudigenis 		75 	27
Varzea Thrush 	Turdus sanchezorum 		12 	1
White-throated Thrush 	Turdus assimilis 		111 	184
White-necked Thrush 	Turdus albicollis 		194 	295
Rufous-backed Thrush 	Turdus rufopalliatus 		140 	243
Rufous-collared Thrush 	Turdus rufitorques 		25 	4
American Robin 	Turdus migratorius 		586 	2111
La Selle Thrush 	Turdus swalesi 		7 	0
Red-legged Thrush 	Turdus plumbeus 		40 	43
Spotted Flycatcher 	Muscicapa striata 		546 	185
Grey-streaked Flycatcher 	Muscicapa griseisticta 		184 	1
Dark-sided Flycatcher 	Muscicapa sibirica 		35 	0
Asian Brown Flycatcher 	Muscicapa dauurica 		297 	40
Siberian Blue Robin 	Larvivora cyane 		97 	15
Bluethroat 	Luscinia svecica 		680 	150
Siberian Rubythroat 	Calliope calliope 		167 	26
Red-flanked Bluetail 	Tarsiger cyanurus 		159 	51
Narcissus Flycatcher 	Ficedula narcissina 		264 	660
Mugimaki Flycatcher 	Ficedula mugimaki 		68 	17
Taiga Flycatcher 	Ficedula albicilla 		128 	14
Blue Rock Thrush 	Monticola solitarius 		180 	34
Siberian Stonechat 	Saxicola maurus 		47 	7
Northern Wheatear 	Oenanthe oenanthe 		230 	26
American Dipper 	Cinclus mexicanus 		35 	0
White-capped Dipper 	Cinclus leucocephalus 		7 	0
Rufous-throated Dipper 	Cinclus schulzii 		4 	0
House Sparrow 	Passer domesticus 		1611 	3742
Eurasian Tree Sparrow 	Passer montanus 		1792 	2228
Southern Masked Weaver 	Ploceus velatus 		39 	43
Village Weaver 	Ploceus cucullatus 		115 	75
Northern Red Bishop 	Euplectes franciscanus 		17 	3
Orange-cheeked Waxbill 	Estrilda melpoda 		9 	2
Common Waxbill 	Estrilda astrild 		206 	286
Red Avadavat 	Amandava amandava 		48 	2
Black-throated Finch 	Poephila cincta 		6 	1
African Silverbill 	Euodice cantans 		17 	9
Indian Silverbill 	Euodice malabarica 		24 	4
Scaly-breasted Munia 	Lonchura punctulata 		73 	24
Tricolored Munia 	Lonchura malacca 		5 	0
Chestnut Munia 	Lonchura atricapilla 		16 	5
Java Sparrow 	Lonchura oryzivora 		6 	2
Pin-tailed Whydah 	Vidua macroura 		50 	7
Olive Warbler 	Peucedramus taeniatus 		123 	108
Siberian Accentor 	Prunella montanella 		15 	3
Eastern Yellow Wagtail 	Motacilla tschutschensis 		115 	14
Citrine Wagtail 	Motacilla citreola 		217 	16
Grey Wagtail 	Motacilla cinerea 		481 	372
White Wagtail 	Motacilla alba 		883 	953
Meadow Pipit 	Anthus pratensis 		568 	839
Tree Pipit 	Anthus trivialis 		929 	514
Olive-backed Pipit 	Anthus hodgsoni 		558 	56
Pechora Pipit 	Anthus gustavi 		20 	4
Red-throated Pipit 	Anthus cervinus 		227 	27
Buff-bellied Pipit 	Anthus rubescens 		129 	29
Water Pipit 	Anthus spinoletta 		311 	43
Sprague's Pipit 	Anthus spragueii 		35 	37
Yellowish Pipit 	Anthus lutescens 		76 	13
Short-billed Pipit 	Anthus furcatus 		11 	0
Pampas Pipit 	Anthus chacoensis 		4 	0
Correndera Pipit 	Anthus correndera 		82 	5
Ochre-breasted Pipit 	Anthus nattereri 		46 	0
Hellmayr's Pipit 	Anthus hellmayri 		92 	1
Paramo Pipit 	Anthus bogotensis 		23 	3
Common Chaffinch 	Fringilla coelebs 		3952 	13421
Brambling 	Fringilla montifringilla 		451 	354
Evening Grosbeak 	Hesperiphona vespertina 		179 	45
Hooded Grosbeak 	Hesperiphona abeillei 		29 	7
Hawfinch 	Coccothraustes coccothraustes 		750 	1056
Pine Grosbeak 	Pinicola enucleator 		159 	17
Eurasian Bullfinch 	Pyrrhula pyrrhula 		901 	617
Asian Rosy Finch 	Leucosticte arctoa 		9 	2
Grey-crowned Rosy Finch 	Leucosticte tephrocotis 		48 	5
Black Rosy Finch 	Leucosticte atrata 		35 	4
Brown-capped Rosy Finch 	Leucosticte australis 		14 	1
Common Rosefinch 	Carpodacus erythrinus 		546 	225
Purple Finch 	Haemorhous purpureus 		260 	108
Cassin's Finch 	Haemorhous cassinii 		182 	128
House Finch 	Haemorhous mexicanus 		323 	1524
European Greenfinch 	Chloris chloris 		1283 	2757
Grey-capped Greenfinch 	Chloris sinica 		60 	78
Common Redpoll 	Acanthis flammea 		380 	231
Arctic Redpoll 	Acanthis hornemanni 		65 	23
Red Crossbill 	Loxia curvirostra 		2489 	728
Two-barred Crossbill 	Loxia leucoptera 		209 	45
European Goldfinch 	Carduelis carduelis 		1140 	2394
Lawrence's Goldfinch 	Spinus lawrencei 		55 	6
American Goldfinch 	Spinus tristis 		224 	556
Lesser Goldfinch 	Spinus psaltria 		246 	544
Eurasian Siskin 	Spinus spinus 		699 	1255
Antillean Siskin 	Spinus dominicensis 		3 	0
Pine Siskin 	Spinus pinus 		214 	383
Black-capped Siskin 	Spinus atriceps 		1 	0
Black-headed Siskin 	Spinus notatus 		27 	8
Black-chinned Siskin 	Spinus barbatus 		45 	3
Yellow-bellied Siskin 	Spinus xanthogastrus 		46 	3
Olivaceous Siskin 	Spinus olivaceus 		21 	2
Hooded Siskin 	Spinus magellanicus 		107 	33
Saffron Siskin 	Spinus siemiradzkii 		13 	0
Yellow-faced Siskin 	Spinus yarrellii 		6 	0
Red Siskin 	Spinus cucullatus 		0 	0
Black Siskin 	Spinus atratus 		21 	7
Yellow-rumped Siskin 	Spinus uropygialis 		7 	1
Thick-billed Siskin 	Spinus crassirostris 		22 	2
Andean Siskin 	Spinus spinescens 		26 	3
Plumbeous Euphonia 	Euphonia plumbea 		33 	1
Scrub Euphonia 	Euphonia affinis 		77 	42
Yellow-crowned Euphonia 	Euphonia luteicapilla 		24 	13
Purple-throated Euphonia 	Euphonia chlorotica 		173 	153
Trinidad Euphonia 	Euphonia trinitatis 		32 	7
Velvet-fronted Euphonia 	Euphonia concinna 		35 	2
Orange-crowned Euphonia 	Euphonia saturata 		10 	0
Finsch's Euphonia 	Euphonia finschi 		18 	2
Violaceous Euphonia 	Euphonia violacea 		127 	26
Thick-billed Euphonia 	Euphonia laniirostris 		143 	110
Yellow-throated Euphonia 	Euphonia hirundinacea 		74 	21
Green-chinned Euphonia 	Euphonia chalybea 		43 	3
Elegant Euphonia 	Euphonia elegantissima 		51 	8
Golden-rumped Euphonia 	Euphonia cyanocephala 		93 	8
Antillean Euphonia 	Euphonia musica 		12 	0
Fulvous-vented Euphonia 	Euphonia fulvicrissa 		32 	11
Spot-crowned Euphonia 	Euphonia imitans 		19 	0
Olive-backed Euphonia 	Euphonia gouldi 		45 	14
White-lored Euphonia 	Euphonia chrysopasta 		110 	30
Bronze-green Euphonia 	Euphonia mesochrysa 		57 	10
White-vented Euphonia 	Euphonia minuta 		48 	4
Tawny-capped Euphonia 	Euphonia anneae 		11 	1
Orange-bellied Euphonia 	Euphonia xanthogaster 		203 	191
Rufous-bellied Euphonia 	Euphonia rufiventris 		50 	50
Chestnut-bellied Euphonia 	Euphonia pectoralis 		57 	33
Golden-sided Euphonia 	Euphonia cayennensis 		25 	2
Yellow-collared Chlorophonia 	Chlorophonia flavirostris 		29 	3
Blue-naped Chlorophonia 	Chlorophonia cyanea 		91 	23
Chestnut-breasted Chlorophonia 	Chlorophonia pyrrhophrys 		52 	6
Blue-crowned Chlorophonia 	Chlorophonia occipitalis 		37 	29
Golden-browed Chlorophonia 	Chlorophonia callophrys 		14 	3
McCown's Longspur 	Rhynchophanes mccownii 		65 	5
Lapland Longspur 	Calcarius lapponicus 		230 	73
Smith's Longspur 	Calcarius pictus 		26 	1
Chestnut-collared Longspur 	Calcarius ornatus 		57 	68
Snow Bunting 	Plectrophenax nivalis 		194 	27
McKay's Bunting 	Plectrophenax hyperboreus 		3 	0
Rosy Thrush-tanager 	Rhodinocichla rosea 		120 	8
Crested Bunting 	Emberiza lathami 		14 	1
Pine Bunting 	Emberiza leucocephalos 		121 	15
Little Bunting 	Emberiza pusilla 		252 	40
Yellow-browed Bunting 	Emberiza chrysophrys 		52 	1
Rustic Bunting 	Emberiza rustica 		108 	29
Yellow-throated Bunting 	Emberiza elegans 		63 	17
Yellow-breasted Bunting 	Emberiza aureola 		98 	22
Grey Bunting 	Emberiza variabilis 		47 	15
Pallas's Reed Bunting 	Emberiza pallasi 		52 	6
Common Reed Bunting 	Emberiza schoeniclus 		904 	809
Lark Bunting 	Calamospiza melanocorys 		54 	39
Red Fox Sparrow 	Passerella iliaca 		197 	150
Song Sparrow 	Melospiza melodia 		878 	1674
Lincoln's Sparrow 	Melospiza lincolnii 		222 	166
Swamp Sparrow 	Melospiza georgiana 		169 	201
Rufous-collared Sparrow 	Zonotrichia capensis 		689 	1077
Harris's Sparrow 	Zonotrichia querula 		48 	7
White-crowned Sparrow 	Zonotrichia leucophrys 		400 	418
White-throated Sparrow 	Zonotrichia albicollis 		394 	687
Golden-crowned Sparrow 	Zonotrichia atricapilla 		138 	57
Volcano Junco 	Junco vulcani 		11 	0
Dark-eyed Junco 	Junco hyemalis 		464 	624
Guadalupe Junco 	Junco insularis 		0 	0
Yellow-eyed Junco 	Junco phaeonotus 		119 	101
Savannah Sparrow 	Passerculus sandwichensis 		298 	287
Seaside Sparrow 	Ammodramus maritimus 		63 	8
Nelson's Sparrow 	Ammodramus nelsoni 		40 	21
Saltmarsh Sparrow 	Ammodramus caudacutus 		7 	1
LeConte's Sparrow 	Ammodramus leconteii 		98 	66
Baird's Sparrow 	Ammodramus bairdii 		83 	44
Henslow's Sparrow 	Ammodramus henslowii 		84 	28
Grasshopper Sparrow 	Ammodramus savannarum 		178 	98
Grassland Sparrow 	Ammodramus humeralis 		112 	66
Yellow-browed Sparrow 	Ammodramus aurifrons 		96 	78
Sierra Madre Sparrow 	Xenospiza baileyi 		19 	0
American Tree Sparrow 	Spizelloides arborea 		101 	37
Chipping Sparrow 	Spizella passerina 		298 	520
Field Sparrow 	Spizella pusilla 		179 	260
Worthen's Sparrow 	Spizella wortheni 		22 	0
Black-chinned Sparrow 	Spizella atrogularis 		73 	47
Clay-colored Sparrow 	Spizella pallida 		134 	111
Brewer's Sparrow 	Spizella breweri 		171 	89
Vesper Sparrow 	Pooecetes gramineus 		173 	130
Lark Sparrow 	Chondestes grammacus 		145 	37
Five-striped Sparrow 	Amphispiza quinquestriata 		53 	9
Black-throated Sparrow 	Amphispiza bilineata 		187 	180
Bell's Sparrow 	Artemisiospiza belli 		90 	23
Tumbes Sparrow 	Rhynchospiza stolzmanni 		32 	3
Stripe-capped Sparrow 	Rhynchospiza strigiceps 		22 	0
Stripe-headed Sparrow 	Peucaea ruficauda 		46 	17
Black-chested Sparrow 	Peucaea humeralis 		35 	1
Bridled Sparrow 	Peucaea mystacalis 		30 	1
Cinnamon-tailed Sparrow 	Peucaea sumichrasti 		25 	1
Rufous-winged Sparrow 	Peucaea carpalis 		137 	52
Cassin's Sparrow 	Peucaea cassinii 		142 	116
Bachman's Sparrow 	Peucaea aestivalis 		75 	44
Botteri's Sparrow 	Peucaea botterii 		152 	35
Rufous-crowned Sparrow 	Aimophila ruficeps 		154 	64
Rusty Sparrow 	Aimophila rufescens 		79 	41
Oaxaca Sparrow 	Aimophila notosticta 		11 	0
Striped Sparrow 	Oriturus superciliosus 		27 	7
Green-tailed Towhee 	Pipilo chlorurus 		185 	99
Collared Towhee 	Pipilo ocai 		36 	2
Spotted Towhee 	Pipilo maculatus 		647 	887
Eastern Towhee 	Pipilo erythrophthalmus 		290 	526
White-throated Towhee 	Melozone albicollis 		42 	35
Canyon Towhee 	Melozone fusca 		211 	249
California Towhee 	Melozone crissalis 		108 	236
Abert's Towhee 	Melozone aberti 		106 	122
Rusty-crowned Ground Sparrow 	Melozone kieneri 		32 	4
Prevost's Ground Sparrow 	Melozone biarcuata 		19 	2
Cabanis's Ground Sparrow 	Melozone cabanisi 		14 	0
White-eared Ground Sparrow 	Melozone leucotis 		26 	8
Olive Sparrow 	Arremonops rufivirgatus 		70 	55
Tocuyo Sparrow 	Arremonops tocuyensis 		12 	0
Green-backed Sparrow 	Arremonops chloronotus 		31 	12
Black-striped Sparrow 	Arremonops conirostris 		170 	79
Pectoral Sparrow 	Arremon taciturnus 		128 	132
Sao Francisco Sparrow 	Arremon franciscanus 		28 	3
Saffron-billed Sparrow 	Arremon flavirostris 		71 	12
Orange-billed Sparrow 	Arremon aurantiirostris 		204 	50
Golden-winged Sparrow 	Arremon schlegeli 		20 	1
Black-capped Sparrow 	Arremon abeillei 		41 	4
Chestnut-capped Brushfinch 	Arremon brunneinucha 		236 	93
Green-striped Brushfinch 	Arremon virenticeps 		27 	2
Black-headed Brushfinch 	Arremon atricapillus 		45 	2
White-browed Brushfinch 	Arremon torquatus 		32 	5
Sierra Nevada Brushfinch 	Arremon basilicus 		21 	0
Perija Brushfinch 	Arremon perijanus 		8 	0
Grey-browed Brushfinch 	Arremon assimilis 		196 	29
Sooty-faced Finch 	Arremon crassirostris 		12 	0
Olive Finch 	Arremon castaneiceps 		34 	2
Large-footed Finch 	Pezopetes capitalis 		39 	7
Rufous-capped Brushfinch 	Atlapetes pileatus 		49 	5
Moustached Brushfinch 	Atlapetes albofrenatus 		50 	1
Ochre-breasted Brushfinch 	Atlapetes semirufus 		21 	1
Tepui Brushfinch 	Atlapetes personatus 		21 	0
White-naped Brushfinch 	Atlapetes albinucha 		54 	10
Santa Marta Brushfinch 	Atlapetes melanocephalus 		36 	5
Pale-naped Brushfinch 	Atlapetes pallidinucha 		88 	14
Yellow-headed Brushfinch 	Atlapetes flaviceps 		55 	0
Dusky-headed Brushfinch 	Atlapetes fuscoolivaceus 		29 	0
Tricolored Brushfinch 	Atlapetes tricolor 		13 	0
White-rimmed Brushfinch 	Atlapetes leucopis 		34 	1
Yellow-breasted Brushfinch 	Atlapetes latinuchus 		132 	52
Rufous-eared Brushfinch 	Atlapetes rufigenis 		14 	0
Apurimac Brushfinch 	Atlapetes forbesi 		5 	0
Black-spectacled Brushfinch 	Atlapetes melanopsis 		8 	0
Slaty Brushfinch 	Atlapetes schistaceus 		109 	22
White-winged Brushfinch 	Atlapetes leucopterus 		25 	1
White-headed Brushfinch 	Atlapetes albiceps 		13 	1
Pale-headed Brushfinch 	Atlapetes pallidiceps 		37 	6
Bay-crowned Brushfinch 	Atlapetes seebohmi 		16 	1
Rusty-bellied Brushfinch 	Atlapetes nationi 		12 	1
Cuzco Brushfinch 	Atlapetes canigenis 		11 	0
Vilcabamba Brushfinch 	Atlapetes terborghi 		0 	0
Grey-eared Brushfinch 	Atlapetes melanolaemus 		15 	1
Fulvous-headed Brushfinch 	Atlapetes fulviceps 		31 	4
Yellow-thighed Finch 	Pselliophorus tibialis 		30 	0
Yellow-green Finch 	Pselliophorus luteoviridis 		10 	0
Tanager Finch 	Oreothraupis arremonops 		45 	2
Common Bush Tanager 	Chlorospingus flavopectus 		261 	248
Tacarcuna Bush Tanager 	Chlorospingus tacarcunae 		3 	1
Pirre Bush Tanager 	Chlorospingus inornatus 		4 	2
Dusky Bush Tanager 	Chlorospingus semifuscus 		50 	22
Sooty-capped Bush Tanager 	Chlorospingus pileatus 		54 	12
Yellow-whiskered Bush Tanager 	Chlorospingus parvirostris 		14 	2
Yellow-throated Bush Tanager 	Chlorospingus flavigularis 		97 	32
Ashy-throated Bush Tanager 	Chlorospingus canigularis 		34 	13
Western Chat-Tanager 	Calyptophilus tertius 		7 	1
Eastern Chat-Tanager 	Calyptophilus frugivorus 		10 	0
Black-crowned Tanager 	Phaenicophilus palmarum 		9 	1
Grey-crowned Tanager 	Phaenicophilus poliocephalus 		0 	0
Green-tailed Warbler 	Microligea palustris 		5 	0
White-winged Warbler 	Xenoligea montana 		2 	1
Western Spindalis 	Spindalis zena 		23 	0
Hispaniolan Spindalis 	Spindalis dominicensis 		2 	0
Wrenthrush 	Zeledonia coronata 		45 	1
Yellow-breasted Chat 	Icteria virens 		288 	761
Yellow-headed Blackbird 	Xanthocephalus xanthocephalus 		107 	202
Bobolink 	Dolichonyx oryzivorus 		164 	75
Western Meadowlark 	Sturnella neglecta 		342 	747
Eastern Meadowlark 	Sturnella magna 		313 	315
Red-breasted Blackbird 	Leistes militaris 		46 	25
White-browed Blackbird 	Leistes superciliaris 		65 	10
Peruvian Meadowlark 	Leistes bellicosus 		59 	46
Long-tailed Meadowlark 	Leistes loyca 		83 	5
Pampas Meadowlark 	Leistes defilippii 		8 	0
Yellow-billed Cacique 	Amblycercus holosericeus 		81 	8
Mexican Cacique 	Cassiculus melanicterus 		62 	146
Chestnut-headed Oropendola 	Psarocolius wagleri 		74 	31
Russet-backed Oropendola 	Psarocolius angustifrons 		263 	394
Dusky-green Oropendola 	Psarocolius atrovirens 		48 	30
Crested Oropendola 	Psarocolius decumanus 		203 	215
Green Oropendola 	Psarocolius viridis 		114 	37
Olive Oropendola 	Psarocolius bifasciatus 		61 	127
Montezuma Oropendola 	Psarocolius montezuma 		102 	100
Black Oropendola 	Psarocolius guatimozinus 		3 	1
Baudo Oropendola 	Psarocolius cassini 		13 	0
Solitary Cacique 	Cacicus solitarius 		105 	37
Golden-winged Cacique 	Cacicus chrysopterus 		116 	39
Selva Cacique 	Cacicus koepckeae 		9 	0
Ecuadorian Cacique 	Cacicus sclateri 		8 	0
Yellow-rumped Cacique 	Cacicus cela 		283 	508
Scarlet-rumped Cacique 	Cacicus microrhynchus 		79 	107
Northern Mountain Cacique 	Cacicus leucoramphus 		112 	29
