Common name 	Scientific name 	Status 	No. 	No. Back
Little Corella 	Cacatua sanguinea 		33 	18
Tanimbar Corella 	Cacatua goffiniana 		8 	0
Red-vented Cockatoo 	Cacatua haematuropygia 		5 	0
Sulphur-crested Cockatoo 	Cacatua galerita 		87 	125
Yellow-crested Cockatoo 	Cacatua sulphurea 		20 	1
Salmon-crested Cockatoo 	Cacatua moluccensis 		7 	1
White Cockatoo 	Cacatua alba 		25 	1
Pesquet's Parrot 	Psittrichas fulgidus 		10 	1
Yellow-capped Pygmy Parrot 	Micropsitta keiensis 		5 	0
Geelvink Pygmy Parrot 	Micropsitta geelvinkiana 		2 	0
Buff-faced Pygmy Parrot 	Micropsitta pusio 		5 	0
Red-breasted Pygmy Parrot 	Micropsitta bruijnii 		10 	0
Moluccan King Parrot 	Alisterus amboinensis 		11 	0
Papuan King Parrot 	Alisterus chloropterus 		3 	0
Jonquil Parrot 	Aprosmictus jonquillaceus 		7 	2
Red-winged Parrot 	Aprosmictus erythropterus 		19 	19
Buru Racket-tail 	Prioniturus mada 		3 	0
Golden-mantled Racket-tail 	Prioniturus platurus 		17 	0
Mindanao Racket-tail 	Prioniturus waterstradti 		2 	0
Montane Racket-tail 	Prioniturus montanus 		1 	0
Blue-headed Racket-tail 	Prioniturus platenae 		6 	1
Blue-winged Racket-tail 	Prioniturus verticalis 		1 	0
Yellow-breasted Racket-tail 	Prioniturus flavicans 		18 	1
Green Racket-tail 	Prioniturus luconensis 		12 	1
Blue-crowned Racket-tail 	Prioniturus discurus 		12 	0
Eclectus Parrot 	Eclectus roratus 		84 	35
Red-cheeked Parrot 	Geoffroyus geoffroyi 		74 	31
Blue-collared Parrot 	Geoffroyus simplex 		2 	0
Blue-rumped Parrot 	Psittinus cyanurus 		24 	1
Great-billed Parrot 	Tanygnathus megalorynchos 		20 	1
Blue-naped Parrot 	Tanygnathus lucionensis 		7 	0
Blue-backed Parrot 	Tanygnathus sumatranus 		19 	11
Black-lored Parrot 	Tanygnathus gramineus 		6 	0
Grey-headed Parakeet 	Psittacula finschii 		16 	1
Slaty-headed Parakeet 	Psittacula himalayana 		15 	7
Blossom-headed Parakeet 	Psittacula roseata 		10 	0
Plum-headed Parakeet 	Psittacula cyanocephala 		44 	12
Red-breasted Parakeet 	Psittacula alexandri 		66 	15
Lord Derby's Parakeet 	Psittacula derbiana 		18 	0
Long-tailed Parakeet 	Psittacula longicauda 		26 	7
Blue-winged Parakeet 	Psittacula columboides 		29 	1
Layard's Parakeet 	Psittacula calthrapae 		13 	2
Alexandrine Parakeet 	Psittacula eupatria 		53 	9
Rose-ringed Parakeet 	Psittacula krameri 		302 	255
Nicobar Parakeet 	Psittacula caniceps 		0 	0
Brehm's Tiger Parrot 	Psittacella brehmii 		9 	0
Painted Tiger Parrot 	Psittacella picta 		4 	0
Modest Tiger Parrot 	Psittacella modesta 		1 	0
Madarasz's Tiger Parrot 	Psittacella madaraszi 		1 	0
Plum-faced Lorikeet 	Oreopsittacus arfaki 		6 	1
Red-chinned Lorikeet 	Charmosyna rubrigularis 		1 	0
Blue-fronted Lorikeet 	Charmosyna toxopei 		0 	0
Striated Lorikeet 	Charmosyna multistriata 		0 	0
Pygmy Lorikeet 	Charmosyna wilhelminae 		0 	0
Red-fronted Lorikeet 	Charmosyna rubronotata 		3 	0
Red-flanked Lorikeet 	Charmosyna placentis 		17 	1
Fairy Lorikeet 	Charmosyna pulchella 		2 	0
Josephine's Lorikeet 	Charmosyna josefinae 		1 	0
Papuan Lorikeet 	Charmosyna papou 		6 	0
Yellow-billed Lorikeet 	Neopsittacus musschenbroekii 		12 	2
Orange-billed Lorikeet 	Neopsittacus pullicauda 		7 	1
Chattering Lory 	Lorius garrulus 		26 	5
Purple-naped Lory 	Lorius domicella 		5 	0
Black-capped Lory 	Lorius lory 		17 	4
Black Lory 	Chalcopsitta atra 		8 	0
Brown Lory 	Chalcopsitta duivenbodei 		5 	0
Yellowish-streaked Lory 	Chalcopsitta scintillata 		1 	0
Dusky Lory 	Pseudeos fuscata 		6 	0
Iris Lorikeet 	Psitteuteles iris 		2 	0
Goldie's Lorikeet 	Psitteuteles goldiei 		3 	5
Red-and-blue Lory 	Eos histrio 		8 	0
Violet-necked Lory 	Eos squamata 		25 	7
Red Lory 	Eos bornea 		11 	0
Blue-streaked Lory 	Eos reticulata 		11 	0
Black-winged Lory 	Eos cyanogenia 		5 	0
Blue-eared Lory 	Eos semilarvata 		7 	0
Ornate Lorikeet 	Trichoglossus ornatus 		9 	4
Sunset Lorikeet 	Trichoglossus forsteni 		2 	0
Leaf Lorikeet 	Trichoglossus weberi 		7 	0
Marigold Lorikeet 	Trichoglossus capistratus 		9 	0
Coconut Lorikeet 	Trichoglossus haematodus 		36 	16
Biak Lorikeet 	Trichoglossus rosenbergii 		3 	0
Red-collared Lorikeet 	Trichoglossus rubritorquis 		7 	21
Olive-headed Lorikeet 	Trichoglossus euteles 		17 	6
Citrine Lorikeet 	Trichoglossus flavoviridis 		6 	0
Mindanao Lorikeet 	Trichoglossus johnstoniae 		3 	0
Budgerigar 	Melopsittacus undulatus 		21 	16
Large Fig Parrot 	Psittaculirostris desmarestii 		6 	1
Edwards's Fig Parrot 	Psittaculirostris edwardsii 		4 	0
Salvadori's Fig Parrot 	Psittaculirostris salvadorii 		3 	0
Orange-breasted Fig Parrot 	Cyclopsitta gulielmitertii 		5 	0
Double-eyed Fig Parrot 	Cyclopsitta diophthalma 		27 	5
Guaiabero 	Bolbopsittacus lunulatus 		3 	0
Vernal Hanging Parrot 	Loriculus vernalis 		46 	13
Sri Lanka Hanging Parrot 	Loriculus beryllinus 		11 	4
Philippine Hanging Parrot 	Loriculus philippensis 		20 	1
Camiguin Hanging Parrot 	Loriculus camiguinensis 		3 	0
Blue-crowned Hanging Parrot 	Loriculus galgulus 		22 	7
Great Hanging Parrot 	Loriculus stigmatus 		18 	0
Moluccan Hanging Parrot 	Loriculus amabilis 		9 	0
Sula Hanging Parrot 	Loriculus sclateri 		4 	0
Sangihe Hanging Parrot 	Loriculus catamene 		3 	0
Orange-fronted Hanging Parrot 	Loriculus aurantiifrons 		2 	0
Pygmy Hanging Parrot 	Loriculus exilis 		5 	0
Yellow-throated Hanging Parrot 	Loriculus pusillus 		11 	0
Wallace's Hanging Parrot 	Loriculus flosculus 		6 	0
Green Broadbill 	Calyptomena viridis 		46 	9
Hose's Broadbill 	Calyptomena hosii 		14 	0
Whitehead's Broadbill 	Calyptomena whiteheadi 		29 	1
Black-and-red Broadbill 	Cymbirhynchus macrorhynchos 		39 	1
Long-tailed Broadbill 	Psarisomus dalhousiae 		31 	1
Silver-breasted Broadbill 	Serilophus lunatus 		21 	2
Banded Broadbill 	Eurylaimus javanicus 		40 	7
Black-and-yellow Broadbill 	Eurylaimus ochromalus 		72 	26
Wattled Broadbill 	Sarcophanops steerii 		12 	0
Visayan Broadbill 	Sarcophanops samarensis 		2 	0
Dusky Broadbill 	Corydon sumatranus 		41 	5
Eared Pitta 	Hydrornis phayrei 		8 	0
Blue-naped Pitta 	Hydrornis nipalensis 		9 	2
Blue-rumped Pitta 	Hydrornis soror 		21 	0
Rusty-naped Pitta 	Hydrornis oatesi 		8 	0
Schneider's Pitta 	Hydrornis schneideri 		6 	0
Giant Pitta 	Hydrornis caeruleus 		23 	0
Blue-headed Pitta 	Hydrornis baudii 		46 	4
Blue Pitta 	Hydrornis cyaneus 		47 	6
Bar-bellied Pitta 	Hydrornis elliotii 		43 	1
Javan Banded Pitta 	Hydrornis guajanus 		29 	4
Malayan Banded Pitta 	Hydrornis irena 		50 	3
Bornean Banded Pitta 	Hydrornis schwaneri 		31 	1
Gurney's Pitta 	Hydrornis gurneyi 		7 	1
Whiskered Pitta 	Erythropitta kochi 		8 	0
Philippine Pitta 	Erythropitta erythrogaster 		23 	8
Blue-banded Pitta 	Erythropitta arquata 		29 	3
Garnet Pitta 	Erythropitta granatina 		34 	3
Graceful Pitta 	Erythropitta venusta 		4 	0
Black-crowned Pitta 	Erythropitta ussheri 		61 	11
Hooded Pitta 	Pitta sordida 		113 	17
Ivory-breasted Pitta 	Pitta maxima 		64 	30
Azure-breasted Pitta 	Pitta steerii 		22 	8
Indian Pitta 	Pitta brachyura 		67 	8
Fairy Pitta 	Pitta nympha 		30 	5
Blue-winged Pitta 	Pitta moluccensis 		38 	8
Mangrove Pitta 	Pitta megarhyncha 		22 	2
Elegant Pitta 	Pitta elegans 		64 	6
Noisy Pitta 	Pitta versicolor 		33 	25
White-eared Catbird 	Ailuroedus buccoides 		0 	0
Black-eared Catbird 	Ailuroedus melanotis 		9 	2
Archbold's Bowerbird 	Archboldia papuensis 		10 	0
Vogelkop Bowerbird 	Amblyornis inornata 		14 	1
MacGregor's Bowerbird 	Amblyornis macgregoriae 		8 	0
Streaked Bowerbird 	Amblyornis subalaris 		1 	0
Golden-fronted Bowerbird 	Amblyornis flavifrons 		0 	0
Masked Bowerbird 	Sericulus aureus 		3 	0
Flame Bowerbird 	Sericulus ardens 		5 	0
Fire-maned Bowerbird 	Sericulus bakeri 		1 	0
Yellow-breasted Bowerbird 	Chlamydera lauterbachi 		1 	0
Fawn-breasted Bowerbird 	Chlamydera cerviniventris 		3 	1
Papuan Treecreeper 	Cormobates placens 		16 	4
Wallace's Fairywren 	Sipodotus wallacii 		6 	0
Broad-billed Fairywren 	Chenorhamphus grayi 		0 	0
Emperor Fairywren 	Malurus cyanocephalus 		28 	2
White-shouldered Fairywren 	Malurus alboscapulatus 		8 	0
Orange-crowned Fairywren 	Clytomyias insignis 		9 	0
Drab Myzomela 	Myzomela blasii 		2 	0
White-chinned Myzomela 	Myzomela albigula 		6 	0
Ruby-throated Myzomela 	Myzomela eques 		0 	0
Dusky Myzomela 	Myzomela obscura 		31 	23
Red Myzomela 	Myzomela cruentata 		4 	0
Papuan Black Myzomela 	Myzomela nigrita 		1 	0
Crimson-hooded Myzomela 	Myzomela kuehni 		4 	0
Red-headed Myzomela 	Myzomela erythrocephala 		1 	0
Sumba Myzomela 	Myzomela dammermani 		5 	0
Mountain Myzomela 	Myzomela adolphinae 		3 	0
Banda Myzomela 	Myzomela boiei 		4 	0
Sulawesi Myzomela 	Myzomela chloroptera 		11 	0
Wakolo Myzomela 	Myzomela wakoloensis 		2 	0
Scarlet Myzomela 	Myzomela sanguinolenta 		34 	78
Sclater's Myzomela 	Myzomela sclateri 		3 	1
Black-breasted Myzomela 	Myzomela vulnerata 		5 	0
Red-collared Myzomela 	Myzomela rosenbergii 		20 	1
Green-backed Honeyeater 	Glycichaera fallax 		3 	0
Leaden Honeyeater 	Ptiloprora plumbea 		0 	0
Yellowish-streaked Honeyeater 	Ptiloprora meekiana 		3 	0
Rufous-sided Honeyeater 	Ptiloprora erythropleura 		2 	0
Rufous-backed Honeyeater 	Ptiloprora guisei 		8 	0
Mayr's Honeyeater 	Ptiloprora mayri 		0 	0
Grey-streaked Honeyeater 	Ptiloprora perstriata 		19 	1
Plain Honeyeater 	Pycnopygius ixoides 		1 	0
Marbled Honeyeater 	Pycnopygius cinereus 		3 	0
Streak-headed Honeyeater 	Pycnopygius stictocephalus 		11 	0
Scaly-crowned Honeyeater 	Lichmera lombokia 		4 	0
Olive Honeyeater 	Lichmera argentauris 		8 	0
Indonesian Honeyeater 	Lichmera limbata 		20 	9
Brown Honeyeater 	Lichmera indistincta 		60 	102
Silver-eared Honeyeater 	Lichmera alboauricularis 		4 	0
Scaly-breasted Honeyeater 	Lichmera squamata 		36 	64
Buru Honeyeater 	Lichmera deningeri 		0 	0
Seram Honeyeater 	Lichmera monticola 		2 	0
Flame-eared Honeyeater 	Lichmera flavicans 		8 	9
Black-necklaced Honeyeater 	Lichmera notabilis 		3 	1
Spotted Honeyeater 	Xanthotis polygrammus 		0 	0
Tawny-breasted Honeyeater 	Xanthotis flaviventer 		11 	8
Meyer's Friarbird 	Philemon meyeri 		18 	2
Brass's Friarbird 	Philemon brassi 		0 	0
Little Friarbird 	Philemon citreogularis 		34 	20
Grey Friarbird 	Philemon kisserensis 		6 	2
Timor Friarbird 	Philemon inornatus 		7 	4
Dusky Friarbird 	Philemon fuscicapillus 		22 	8
Seram Friarbird 	Philemon subcorniculatus 		7 	1
Black-faced Friarbird 	Philemon moluccensis 		3 	0
Tanimbar Friarbird 	Philemon plumigenis 		17 	4
Helmeted Friarbird 	Philemon buceroides 		44 	8
New Guinea Friarbird 	Philemon novaeguineae 		47 	60
Noisy Friarbird 	Philemon corniculatus 		58 	74
White-streaked Friarbird 	Melitograis gilolensis 		5 	0
Blue-faced Honeyeater 	Entomyzon cyanotis 		35 	20
White-throated Honeyeater 	Melithreptus albogularis 		41 	52
Long-billed Honeyeater 	Melilestes megarhynchus 		18 	4
MacGregor's Honeyeater 	Macgregoria pulchra 		2 	0
Arfak Honeyeater 	Melipotes gymnops 		2 	0
Common Smoky Honeyeater 	Melipotes fumigatus 		11 	1
Wattled Smoky Honeyeater 	Melipotes carolae 		0 	0
Spangled Honeyeater 	Melipotes ater 		2 	0
Olive Straightbill 	Timeliopsis fulvigula 		0 	0
Tawny Straightbill 	Timeliopsis griseigula 		1 	0
Rufous-banded Honeyeater 	Conopophila albogularis 		17 	6
Brown-backed Honeyeater 	Ramsayornis modestus 		22 	6
Black-throated Honeyeater 	Caligavis subfrenata 		11 	4
Obscure Honeyeater 	Caligavis obscura 		8 	0
Sooty Melidectes 	Melidectes fuscus 		2 	0
Short-bearded Melidectes 	Melidectes nouhuysi 		0 	0
Long-bearded Melidectes 	Melidectes princeps 		0 	0
Cinnamon-browed Melidectes 	Melidectes ochromelas 		6 	1
Vogelkop Melidectes 	Melidectes leucostephes 		9 	0
Yellow-browed Melidectes 	Melidectes rufocrissalis 		15 	4
Huon Melidectes 	Melidectes foersteri 		2 	0
Belford's Melidectes 	Melidectes belfordi 		34 	14
Ornate Melidectes 	Melidectes torquatus 		13 	0
Varied Honeyeater 	Gavicalis versicolor 		12 	0
Yellow-tinted Honeyeater 	Ptilotula flavescens 		1 	0
Mottle-breasted Honeyeater 	Meliphaga mimikae 		0 	0
Forest Honeyeater 	Meliphaga montana 		1 	0
Mountain Honeyeater 	Meliphaga orientalis 		7 	0
Scrub Honeyeater 	Meliphaga albonotata 		3 	0
Mimic Honeyeater 	Meliphaga analoga 		4 	1
Tagula Honeyeater 	Meliphaga vicina 		5 	0
Graceful Honeyeater 	Meliphaga gracilis 		33 	55
Yellow-gaped Honeyeater 	Meliphaga flavirictus 		3 	0
Streak-breasted Honeyeater 	Meliphaga reticulata 		8 	22
Puff-backed Honeyeater 	Meliphaga aruensis 		4 	0
Orange-cheeked Honeyeater 	Oreornis chrysogenys 		4 	0
Dark-eared Myza 	Myza celebensis 		6 	0
White-eared Myza 	Myza sarasinorum 		14 	1
Goldenface 	Pachycare flavogriseum 		14 	1
Rusty Mouse-warbler 	Origma murina 		59 	30
Mountain Mouse-warbler 	Origma robusta 		35 	3
Bicolored Scrubwren 	Aethomyias nigrorufus 		7 	0
Pale-billed Scrubwren 	Aethomyias spilodera 		3 	0
Vogelkop Scrubwren 	Aethomyias rufescens 		3 	0
Buff-faced Scrubwren 	Aethomyias perspicillatus 		3 	1
Papuan Scrubwren 	Aethomyias papuensis 		25 	0
Grey-green Scrubwren 	Aethomyias arfakianus 		2 	0
Tropical Scrubwren 	Sericornis beccarii 		7 	0
Large Scrubwren 	Sericornis nouhuysi 		12 	1
Perplexing Scrubwren 	Sericornis virgatus 		5 	0
Brown-breasted Gerygone 	Gerygone ruficollis 		12 	7
Golden-bellied Gerygone 	Gerygone sulphurea 		48 	17
Rufous-sided Gerygone 	Gerygone dorsalis 		5 	3
Mangrove Gerygone 	Gerygone levigaster 		9 	3
Plain Gerygone 	Gerygone inornata 		11 	13
Large-billed Gerygone 	Gerygone magnirostris 		29 	8
Biak Gerygone 	Gerygone hypoxantha 		3 	0
Yellow-bellied Gerygone 	Gerygone chrysogaster 		13 	10
Green-backed Gerygone 	Gerygone chloronota 		13 	3
White-throated Gerygone 	Gerygone olivacea 		16 	14
Fairy Gerygone 	Gerygone palpebrosa 		25 	20
New Guinea Thornbill 	Acanthiza murina 		5 	0
Grey Thornbill 	Acanthiza cinerea 		3 	0
Papuan Babbler 	Garritornis isidorei 		17 	2
Grey-crowned Babbler 	Pomatostomus temporalis 		18 	11
Papuan Logrunner 	Orthonyx novaeguineae 		24 	0
Australian Logrunner 	Orthonyx temminckii 		24 	13
Loria's Satinbird 	Cnemophilus loriae 		3 	0
Crested Satinbird 	Cnemophilus macgregorii 		3 	0
Yellow-breasted Satinbird 	Loboparadisea sericea 		0 	0
Obscure Berrypecker 	Melanocharis arfakiana 		7 	0
Black Berrypecker 	Melanocharis nigra 		8 	0
Mid-mountain Berrypecker 	Melanocharis longicauda 		6 	0
Fan-tailed Berrypecker 	Melanocharis versteri 		1 	0
Streaked Berrypecker 	Melanocharis striativentris 		0 	0
Spotted Berrypecker 	Rhamphocharis crassirostris 		1 	0
Dwarf Longbill 	Oedistoma iliolophus 		7 	0
Pygmy Longbill 	Oedistoma pygmaeum 		6 	0
Yellow-bellied Longbill 	Toxorhamphus novaeguineae 		28 	4
Slaty-headed Longbill 	Toxorhamphus poliopterus 		4 	0
Tit Berrypecker 	Oreocharis arfaki 		14 	0
Crested Berrypecker 	Paramythia montium 		5 	0
Papuan Whipbird 	Androphobus viridis 		1 	0
Spotted Jewel-babbler 	Ptilorrhoa leucosticta 		25 	2
Blue Jewel-babbler 	Ptilorrhoa caerulescens 		35 	1
Chestnut-backed Jewel-babbler 	Ptilorrhoa castanonota 		29 	0
Painted Quail-thrush 	Cinclosoma ajax 		14 	3
Black-crowned Tchagra 	Tchagra senegalus 		134 	66
Yellow-breasted Boatbill 	Machaerirhynchus flaviventer 		32 	17
Black-breasted Boatbill 	Machaerirhynchus nigripectus 		19 	1
Bar-winged Flycatcher-shrike 	Hemipus picatus 		32 	4
Black-winged Flycatcher-shrike 	Hemipus hirundinaceus 		19 	3
Large Woodshrike 	Tephrodornis virgatus 		37 	2
Malabar Woodshrike 	Tephrodornis sylvicola 		11 	2
Common Woodshrike 	Tephrodornis pondicerianus 		26 	1
Sri Lanka Woodshrike 	Tephrodornis affinis 		1 	0
Rufous-winged Philentoma 	Philentoma pyrhoptera 		39 	13
Maroon-breasted Philentoma 	Philentoma velata 		33 	2
Bornean Bristlehead 	Pityriasis gymnocephala 		35 	2
Ashy Woodswallow 	Artamus fuscus 		30 	1
White-breasted Woodswallow 	Artamus leucorynchus 		26 	8
Ivory-backed Woodswallow 	Artamus monachus 		3 	0
Great Woodswallow 	Artamus maximus 		14 	2
Black-faced Woodswallow 	Artamus cinereus 		8 	1
Lowland Peltops 	Peltops blainvillii 		4 	0
Mountain Peltops 	Peltops montanus 		19 	0
Black Butcherbird 	Melloria quoyi 		62 	32
Australian Magpie 	Gymnorhina tibicen 		54 	164
Black-backed Butcherbird 	Cracticus mentalis 		5 	3
Hooded Butcherbird 	Cracticus cassicus 		34 	22
Tagula Butcherbird 	Cracticus louisiadensis 		1 	0
Mottled Berryhunter 	Rhagologus leucostigma 		4 	0
Common Iora 	Aegithina tiphia 		197 	56
Marshall's Iora 	Aegithina nigrolutea 		7 	0
Green Iora 	Aegithina viridissima 		23 	20
Great Iora 	Aegithina lafresnayei 		9 	1
White-bellied Minivet 	Pericrocotus erythropygius 		10 	0
Jerdon's Minivet 	Pericrocotus albifrons 		1 	0
Fiery Minivet 	Pericrocotus igneus 		11 	0
Small Minivet 	Pericrocotus cinnamomeus 		41 	7
Grey-chinned Minivet 	Pericrocotus solaris 		30 	9
Sunda Minivet 	Pericrocotus miniatus 		15 	0
Short-billed Minivet 	Pericrocotus brevirostris 		7 	1
Little Minivet 	Pericrocotus lansbergei 		5 	0
Long-tailed Minivet 	Pericrocotus ethologus 		37 	12
Orange Minivet 	Pericrocotus flammeus 		21 	1
Scarlet Minivet 	Pericrocotus speciosus 		78 	5
Ashy Minivet 	Pericrocotus divaricatus 		89 	38
Ryukyu Minivet 	Pericrocotus tegimae 		14 	1
Swinhoe's Minivet 	Pericrocotus cantonensis 		7 	1
Rosy Minivet 	Pericrocotus roseus 		7 	6
Stout-billed Cuckooshrike 	Coracina caeruleogrisea 		5 	1
Hooded Cuckooshrike 	Coracina longicauda 		18 	0
Cerulean Cuckooshrike 	Coracina temminckii 		7 	0
Pied Cuckooshrike 	Coracina bicolor 		19 	1
Barred Cuckooshrike 	Coracina lineata 		14 	4
Black-faced Cuckooshrike 	Coracina novaehollandiae 		23 	18
Boyer's Cuckooshrike 	Coracina boyeri 		9 	2
Buru Cuckooshrike 	Coracina fortis 		2 	0
Wallacean Cuckooshrike 	Coracina personata 		16 	0
Bar-bellied Cuckooshrike 	Coracina striata 		22 	0
Javan Cuckooshrike 	Coracina javensis 		9 	0
Large Cuckooshrike 	Coracina macei 		59 	7
Andaman Cuckooshrike 	Coracina dobsoni 		3 	0
Slaty Cuckooshrike 	Coracina schistacea 		3 	0
White-rumped Cuckooshrike 	Coracina leucopygia 		3 	0
Sunda Cuckooshrike 	Coracina larvata 		9 	0
White-bellied Cuckooshrike 	Coracina papuensis 		44 	22
Moluccan Cuckooshrike 	Coracina atriceps 		6 	0
Golden Cuckooshrike 	Campochaera sloetii 		19 	0
McGregor's Cuckooshrike 	Malindangia mcgregori 		7 	0
White-winged Cuckooshrike 	Edolisoma ostentum 		11 	0
Pale-shouldered Cicadabird 	Edolisoma dohertyi 		6 	0
Kai Cicadabird 	Edolisoma dispar 		6 	0
Black-shouldered Cicadabird 	Edolisoma incertum 		3 	0
Sula Cicadabird 	Edolisoma sula 		0 	0
Common Cicadabird 	Edolisoma tenuirostre 		39 	7
Black Cicadabird 	Edolisoma melas 		8 	2
Halmahera Cuckooshrike 	Edolisoma parvulum 		9 	1
Pygmy Cuckooshrike 	Celebesica abbotti 		4 	0
White-shouldered Triller 	Lalage sueurii 		18 	3
Rufous-bellied Triller 	Lalage aurea 		18 	1
Black-browed Triller 	Lalage atrovirens 		14 	1
White-browed Triller 	Lalage moesta 		8 	1
Varied Triller 	Lalage leucomela 		25 	11
Black-and-white Triller 	Lalage melanoleuca 		3 	0
Pied Triller 	Lalage nigra 		24 	2
White-rumped Triller 	Lalage leucopygialis 		9 	0
Black-winged Cuckooshrike 	Lalage melaschistos 		26 	5
Lesser Cuckooshrike 	Lalage fimbriata 		29 	5
Varied Sittella 	Daphoenositta chrysoptera 		10 	1
Papuan Sittella 	Daphoenositta papuensis 		3 	0
Black Sittella 	Daphoenositta miranda 		3 	0
Wattled Ploughbill 	Eulacestoma nigropectus 		12 	2
Rufous-naped Bellbird 	Aleadryas rufinucha 		28 	1
Piping Bellbird 	Ornorectes cristatus 		9 	1
Maroon-backed Whistler 	Coracornis raveni 		11 	0
Sangihe Shrikethrush 	Coracornis sanghirensis 		1 	0
Black Pitohui 	Melanorectes nigrescens 		18 	1
Mangrove Whistler 	Pachycephala cinerea 		58 	2
Green-backed Whistler 	Pachycephala albiventris 		2 	0
White-vented Whistler 	Pachycephala homeyeri 		25 	0
Island Whistler 	Pachycephala phaionota 		0 	0
Rusty Whistler 	Pachycephala hyperythra 		5 	0
Brown-backed Whistler 	Pachycephala modesta 		1 	0
Yellow-bellied Whistler 	Pachycephala philippinensis 		20 	3
Sulphur-vented Whistler 	Pachycephala sulfuriventer 		25 	1
Bornean Whistler 	Pachycephala hypoxantha 		36 	2
Vogelkop Whistler 	Pachycephala meyeri 		5 	0
Grey Whistler 	Pachycephala simplex 		44 	24
Fawn-breasted Whistler 	Pachycephala orpheus 		10 	17
Sclater's Whistler 	Pachycephala soror 		10 	3
Rusty-breasted Whistler 	Pachycephala fulvotincta 		26 	5
Yellow-throated Whistler 	Pachycephala macrorhyncha 		29 	0
Black-chinned Whistler 	Pachycephala mentalis 		24 	14
Australian Golden Whistler 	Pachycephala pectoralis 		86 	73
Mangrove Golden Whistler 	Pachycephala melanura 		11 	3
Bare-throated Whistler 	Pachycephala nudigula 		30 	4
Lorentz's Whistler 	Pachycephala lorentzi 		5 	0
Regent Whistler 	Pachycephala schlegelii 		36 	9
Golden-backed Whistler 	Pachycephala aurea 		0 	0
Rufous Whistler 	Pachycephala rufiventris 		78 	116
Black-headed Whistler 	Pachycephala monacha 		17 	0
White-bellied Whistler 	Pachycephala leucogastra 		5 	1
Wallacean Whistler 	Pachycephala arctitorquis 		12 	6
Drab Whistler 	Pachycephala griseonota 		19 	0
Cinnamon-breasted Whistler 	Pachycephala johni 		2 	0
Morningbird 	Pachycephala tenebrosa 		2 	1
White-bellied Pitohui 	Pseudorectes incertus 		3 	0
Rusty Pitohui 	Pseudorectes ferrugineus 		21 	1
Sooty Shrikethrush 	Colluricincla tenebrosa 		0 	0
Little Shrikethrush 	Colluricincla megarhyncha 		90 	60
Grey Shrikethrush 	Colluricincla harmonica 		94 	117
Tiger Shrike 	Lanius tigrinus 		13 	0
Bull-headed Shrike 	Lanius bucephalus 		76 	42
Brown Shrike 	Lanius cristatus 		127 	10
Red-backed Shrike 	Lanius collurio 		346 	75
Isabelline Shrike 	Lanius isabellinus 		28 	9
Red-tailed Shrike 	Lanius phoenicuroides 		24 	0
Burmese Shrike 	Lanius collurioides 		24 	0
Bay-backed Shrike 	Lanius vittatus 		19 	0
Long-tailed Shrike 	Lanius schach 		92 	15
Grey-backed Shrike 	Lanius tephronotus 		30 	1
Mountain Shrike 	Lanius validirostris 		4 	0
Lesser Grey Shrike 	Lanius minor 		40 	1
Great Grey Shrike 	Lanius excubitor 		239 	14
Iberian Grey Shrike 	Lanius meridionalis 		65 	30
Chinese Grey Shrike 	Lanius sphenocercus 		10 	0
Woodchat Shrike 	Lanius senator 		130 	79
Masked Shrike 	Lanius nubicus 		27 	1
White-bellied Erpornis 	Erpornis zantholeuca 		41 	13
Black-headed Shrike-babbler 	Pteruthius rufiventer 		22 	2
Pied Shrike-babbler 	Pteruthius flaviscapis 		11 	2
Himalayan Shrike-babbler 	Pteruthius ripleyi 		13 	1
Blyth's Shrike-babbler 	Pteruthius aeralatus 		119 	26
Dalat Shrike-babbler 	Pteruthius annamensis 		12 	1
Green Shrike-babbler 	Pteruthius xanthochlorus 		21 	1
Black-eared Shrike-babbler 	Pteruthius melanotis 		27 	3
Trilling Shrike-babbler 	Pteruthius aenobarbus 		12 	2
Green Figbird 	Sphecotheres viridis 		2 	2
Wetar Figbird 	Sphecotheres hypoleucus 		5 	0
Australasian Figbird 	Sphecotheres vieilloti 		42 	49
Northern Variable Pitohui 	Pitohui kirhocephalus 		23 	9
Hooded Pitohui 	Pitohui dichrous 		9 	1
Brown Oriole 	Oriolus szalayi 		27 	21
Dusky-brown Oriole 	Oriolus phaeochromus 		25 	6
Grey-collared Oriole 	Oriolus forsteni 		4 	0
Black-eared Oriole 	Oriolus bouroensis 		2 	0
Tanimbar Oriole 	Oriolus decipiens 		15 	3
Olive-brown Oriole 	Oriolus melanotis 		21 	14
Olive-backed Oriole 	Oriolus sagittatus 		38 	49
Green Oriole 	Oriolus flavocinctus 		37 	121
Dark-throated Oriole 	Oriolus xanthonotus 		60 	23
Philippine Oriole 	Oriolus steerii 		11 	4
White-lored Oriole 	Oriolus albiloris 		5 	0
Isabela Oriole 	Oriolus isabellae 		2 	1
Eurasian Golden Oriole 	Oriolus oriolus 		756 	804
Indian Golden Oriole 	Oriolus kundoo 		49 	12
Slender-billed Oriole 	Oriolus tenuirostris 		7 	2
Black-naped Oriole 	Oriolus chinensis 		206 	92
Black-hooded Oriole 	Oriolus xanthornus 		147 	38
Black Oriole 	Oriolus hosii 		22 	0
Black-and-crimson Oriole 	Oriolus cruentus 		26 	3
Maroon Oriole 	Oriolus traillii 		71 	24
